pi,0.3333661400787752,0.33354027122396396,0.3330935886972604
means,"[10.012308504184487, 9.997865238131832]","[4.994399338385293, 4.987483881998407]","[-0.0036312546281789056, 0.009608517501523509]"
covariances,"[[1.040017664352164, 0.008633033227385727], [0.008633033227385727, 0.9407253414022619]]","[[1.0555029180374118, -0.026652374620780166], [-0.026652374620780166, 1.0115242907079394]]","[[0.9628246491689244, 0.008331831664200819], [0.008331831664200819, 1.0103453312365416]]"
log_likelihoods,-54810.93765763263,-31443.90591752383,-31199.930678486213,-31187.27766767893,-31185.420248186354,-31184.90597393427,-31184.663716714902,-31184.47695970651,-31184.29453436852,-31184.102829017495,-31183.89734686908,-31183.675840737156,-31183.436567272984,-31183.177807336753,-31182.897698968194,-31182.59413682722,-31182.26466960985,-31181.90637135139,-31181.515672113994,-31181.088133004552,-31180.618145508823,-31180.09852618446,-31179.51996317218,-31178.87024733638,-31178.133182032023,-31177.2870005359,-31176.30200874459,-31175.136973799486,-31173.73341904497,-31172.006300390996,-31169.82817613408,-31167.001130790428,-31163.204391302337,-31157.890581326537,-31150.06509778765,-31137.77487918967,-31116.793597504075,-31076.788631049167,-30988.478394625083,-30756.778362395,-30116.945803044422,-29216.617330065787,-28668.543524555735,-28370.443811034616,-28357.10629100196,-28357.075755584905,-28357.07569602363
