pi,0.333208925322136,0.33345335719360025,0.33333771748426405
means,"[4.986107095736947, 5.022539022633771]","[9.958060431608024, 9.954833308681797]","[0.040813931463913024, 0.05538686643248108]"
covariances,"[[1.005285321060237, 0.01474975915393948], [0.01474975915393948, 1.0193194241926484]]","[[0.9901258345195927, 0.011146749642927847], [0.011146749642927847, 0.9658818038901216]]","[[0.9093812611033899, 0.004024848397480913], [0.004024848397480913, 1.0461646034362007]]"
log_likelihoods,-10594.109709701224,-10594.10970970038,-10594.109709700366
