pi,0.4997282957664835,0.5002717042335166
means,"[-0.01005463115353298, -0.007439582413195381]","[5.001982424019305, 5.004559082254321]"
covariances,"[[0.9843960238592737, -0.0017854145047880164], [-0.0017854145047880164, 1.0144211090441502]]","[[1.0406672236354397, -0.009554143539550756], [-0.009554143539550756, 0.967673899470196]]"
log_likelihoods,-63071.60230099324,-28601.634983003965,-28600.515712591627,-28600.483393671362,-28600.47196491096,-28600.46083436307,-28600.449577544532,-28600.43817325058,-28600.426608369642,-28600.4148699797,-28600.402945189882,-28600.39082113904,-28600.378484998815,-28600.36592397782,-28600.353125327005,-28600.34007634577,-28600.326764388665,-28600.31317687257,-28600.29930128384,-28600.285125185128,-28600.27063622151,-28600.255822125393,-28600.240670719613,-28600.225169918165,-28600.209307723802,-28600.193072221773,-28600.176451568852,-28600.15943397669,-28600.142007688468,-28600.124160947853,-28600.105881958916,-28600.08715883604,-28600.067979542153,-28600.048331814272,-28600.028203074624,-28600.007580325986,-28599.986450029617,-28599.964797964152,-28599.942609063684,-28599.91986723328,-28599.896555139938,-28599.872653977007,-28599.84814319965,-28599.823000229124,-28599.797200122906,-28599.77071520756,-28599.74351467089,-28599.71556410884,-28599.686825022545,-28599.65725425923,-28599.626803390143,-28599.59541801684,-28599.563036995583,-28599.529591567254,-28599.495004377815,-28599.459188370834,-28599.422045529787,-28599.383465442916,-28599.343323657566,-28599.301479783484,-28599.257775295548,-28599.212030975097,-28599.164043914934,-28599.113583995386,-28599.060389716396,-28599.00416324224,-28598.944564478938,-28598.881203957557,-28598.81363423575,-28598.74133944993,-28598.66372254615,-28598.580089577757,-28598.489630271943,-28598.391393814964,-28598.284258462285,-28598.166893106732,-28598.03770827893,-28597.894793127824,-28597.735833608218,-28597.558005198312,-28597.357830683744,-28597.130989409015,-28596.872058158668,-28596.57415425561,-28596.228436489302,-28595.823395582745,-28595.343826883014,-28594.769312662516,-28594.071929146463,-28593.212694429774,-28592.13590883337,-28590.759845334534,-28588.96086959485,-28586.54519629063,-28583.196157688777,-28578.369984404286,-28571.07542662389,-28559.36838648082,-28539.073396958862,-28500.140089734366,-28414.704914539223,-28192.397296851348,-27522.93742530476,-25936.59172344683,-24698.235753995195,-24376.336216746153,-24370.781966895018,-24370.773683605912,-24370.77367271288
