pi,0.5002647967208862,0.4997352032791138
means,"[5.000084021867275, 5.000512241740746]","[-0.010096985865492361, -0.00405549133834228]"
covariances,"[[1.0341209423010345, -0.007390541299033042], [-0.007390541299033042, 0.9787459801809589]]","[[0.972254781752076, -0.004033572750315198], [-0.004033572750315198, 1.011830787335544]]"
log_likelihoods,-61285.318796422405,-27756.97503301179,-27756.89312095875,-27756.890372017624,-27756.889216830183,-27756.888119613104,-27756.887048248118,-27756.88600053177,-27756.884974904224,-27756.883969864262,-27756.88298395428,-27756.882015756717,-27756.881063890796,-27756.880127009463,-27756.879203796347,-27756.87829296294,-27756.877393245733,-27756.87650340352,-27756.875622214753,-27756.874748474947,-27756.873880994164,-27756.873018594517,-27756.872160107727,-27756.871304372755,-27756.870450233364,-27756.869596535857,-27756.868742126633,-27756.867885849955,-27756.867026545588,-27756.866163046456,-27756.86529417638,-27756.8644187477,-27756.863535558936,-27756.862643392447,-27756.86174101199,-27756.860827160373,-27756.859900556963,-27756.858959895217,-27756.858003840196,-27756.857031025975,-27756.85604005308,-27756.855029485825,-27756.85399784965,-27756.852943628364,-27756.851865261393,-27756.850761140955,-27756.84962960916,-27756.848468955133,-27756.847277412005,-27756.84605315396,-27756.844794293153,-27756.843498876675,-27756.842164883426,-27756.840790221002,-27756.839372722618,-27756.837910143888,-27756.836400159817,-27756.83484036163,-27756.833228253792,-27756.83156125097,-27756.8298366752,-27756.82805175303,-27756.82620361289,-27756.824289282587,-27756.82230568699,-27756.82024964595,-27756.81811787248,-27756.81590697128,-27756.813613437567,-27756.811233656335,-27756.808763902118,-27756.806200339197,-27756.80353902247,-27756.80077589892,-27756.797906809858,-27756.794927493913,-27756.791833590964,-27756.788620646956,-27756.785284119847,-27756.78181938663,-27756.778221751596,-27756.774486455914,-27756.7706086886,-27756.766583598972,-27756.76240631064,-27756.758071937213,-27756.753575599574,-27756.748912445066,-27756.74407766839,-27756.739066534352,-27756.73387440245,-27756.72849675334,-27756.722929217038,-27756.717167602896,-27756.71120793118,-27756.70504646624,-27756.698679750923,-27756.692104642207,-27756.685318347725,-27756.67831846283,-27756.671103008055,-27756.663670466354,-27756.6560198199,-27756.648150585872,-27756.64006285073,-27756.631757302526,-27756.623235260635,-27756.614498702264,-27756.605550285283,-27756.596393366737,-27756.587032016356,-27756.57747102469,-27756.567715905217,-27756.557772890053,-27756.547648918757,-27756.53735162006,-27756.526889286186,-27756.51627083968,-27756.505505792797,-27756.49460419949,-27756.483576600367,-27756.472433960836,-27756.46118760321,-27756.449849133125,-27756.438430361282,-27756.426943221235,-27756.41539968424,-27756.403811672168,-27756.39219096958,-27756.380549136098,-27756.368897420074,-27756.35724667479,-27756.34560727812,-27756.333989056682,-27756.322401215326,-27756.31085227278,-27756.299350004054,-27756.287901390093,-27756.276512575154,-27756.265188832003,-27756.25393453505,-27756.242753141323,-27756.231647179142,-27756.220618244013,-27756.209667001385,-27756.198793195683,-27756.187995664965,-27756.17727236051,-27756.166620370568,-27756.156035947486,-27756.145514537413,-27756.135050811794,-27756.124638699846,-27756.1142714213,-27756.103941518577,-27756.093640887906,-27756.083360808534,-27756.07309196963,-27756.062824494227,-27756.052547959807,-27756.0422514151,-27756.031923392613,-27756.021551916703,-27756.011124506804,-27756.000628175512,-27755.99004942134,-27755.979374215836,-27755.968587984855,-27755.957675583715,-27755.946621266015,-27755.9354086457,-27755.924020652215,-27755.912439478227,-27755.900646519476,-27755.888622306364,-27755.87634642652,-27755.863797437698,-27755.850952770226,-27755.83778861794,-27755.824279816534,-27755.810399707992,-27755.796119989587,-27755.781410545613,-27755.76623925985,-27755.75057180632,-27755.734371415463,-27755.71759861269,-27755.700210925213,-27755.68216255305,-27755.663403998762,-27755.643881650096,-27755.623537308253,-27755.6023076536,-27755.580123638818,-27755.556909797997,-27755.532583457796,-27755.507053834237,-27755.48022099557,-27755.45197466771,-27755.42219285394,-27755.3907402349,-27755.357466307403,-27755.322203211872,-27755.284763186883,-27755.244935575232,-27755.202483288347,-27755.157138613402,-27755.10859821882,-27755.056517177392,-27755.00050177873,-27754.94010084139,-27754.874795154625,-27754.803984573577,-27754.72697215114,-27754.642944500625,-27754.550947329015,-27754.44985473245,-27754.338330366994,-27754.214777941183,-27754.07727753876,-27753.92350294406,-27753.750613214746,-27753.55510892745,-27753.33263933735,-27753.077740381494,-27752.78347377236,-27752.440922290025,-27752.038472228065,-27751.560774544254,-27750.98721038954,-27750.289573542675,-27749.42848205209,-27748.347665074238,-27746.96457527778,-27745.15439952079,-27742.721678783353,-27739.347470638673,-27734.485322872693,-27727.142475682103,-27715.381854902178,-27695.07537692488,-27656.403389968225,-27572.60926900011,-27358.657770841375,-26718.95484630485,-25033.70346392795,-23716.14776810057,-23648.11750368937,-23647.983754835397,-23647.983624945395,-23647.983624811808
