pi,0.3336604744311994,0.3330247634801461,0.3333147620886542
means,"[10.016581593756717, 10.012019309128373]","[4.9704290821158255, 5.073641571599332]","[0.048308754619981645, 0.028262212842539835]"
covariances,"[[0.9923045569659584, 0.033947269306035435], [0.033947269306035435, 1.1101682268003088]]","[[0.9478967742518065, 0.03469866816541114], [0.03469866816541114, 0.9711417081294272]]","[[0.9344483981103711, -0.034945161070837345], [-0.034945161070837345, 1.0171314732164782]]"
log_likelihoods,-7072.216465186681,-7072.216465186359,-7072.216465186357
