pi,0.4998828699206948,0.5001171300793051
means,"[0.016394811111877655, 0.039378032164739854]","[4.976125857570967, 4.946744647305964]"
covariances,"[[0.9564068363154801, 0.009345694016684706], [0.009345694016684706, 1.0197062398971029]]","[[1.038793417619477, -0.01896695062834618], [-0.01896695062834618, 1.0197506268180843]]"
log_likelihoods,-32941.79220679472,-15295.149091043542,-15294.127733714458,-15294.03429050664,-15293.957651626555,-15293.882035787225,-15293.806593945308,-15293.73077954032,-15293.654016993678,-15293.575679801994,-15293.495074501167,-15293.41142283204,-15293.323840599818,-15293.231311536321,-15293.132654021389,-15293.026477854059,-15292.911127280659,-15292.784605017296,-15292.644469787247,-15292.487696509514,-15292.31048303645,-15292.107979092842,-15291.873899837405,-15291.599964762638,-15291.27506615527,-15290.884008267647,-15290.405545946407,-15289.80924414829,-15289.050282369748,-15288.060532300971,-15286.732562704077,-15284.889496093565,-15282.224769142449,-15278.173054454568,-15271.609518477508,-15260.074343961394,-15237.513106531827,-15186.7032004842,-15050.736860375133,-14644.607743750512,-13841.338016326246,-13289.78623935144,-13097.410244138264,-13091.916174029091,-13091.897372482013,-13091.897308697637
