pi,0.3334562233553455,0.33338658105600844,0.3331571955886421
means,"[4.994405760847512, 4.998628869324559]","[10.015303227109076, 10.030199628255607]","[-0.0066918193200705064, -0.0043928119303592176]"
covariances,"[[1.0303792747453357, -0.014656509069042466], [-0.014656509069042466, 0.9800494207609212]]","[[1.057138129698129, 0.006552561780196255], [0.006552561780196255, 0.966516724597703]]","[[0.975354951960251, -0.0030192396835133388], [-0.0030192396835133388, 1.0108171458642896]]"
log_likelihoods,-38993.57265082448,-38993.57265082448,-38993.57265082448
