pi,0.333456240304646,0.3333865718891078,0.333157187806246
means,"[4.994405744150617, 4.998628896802829]","[10.015303313306434, 10.030199688381861]","[-0.006691867536992151, -0.004392878024362907]"
covariances,"[[1.0303795564252791, -0.014656234255182104], [-0.014656234255182104, 0.9800497340367745]]","[[1.0571378759314538, 0.006552380270847614], [0.006552380270847614, 0.9665166079391119]]","[[0.9753548528651053, -0.003019360538876802], [-0.003019360538876802, 1.0108169638707902]]"
log_likelihoods,-75496.62024779258,-43214.75935080737,-42907.28417914108,-42891.765188493824,-42889.46677863899,-42888.819605651464,-42888.49742662312,-42888.23323363372,-42887.96259775667,-42887.66641174916,-42887.3359312603,-42886.96419142331,-42886.543612093905,-42886.06505463943,-42885.51712576819,-42884.88536547706,-42884.15113716575,-42883.2900334111,-42882.26952353246,-42881.04539636053,-42879.55623694707,-42877.71459095997,-42875.39234019034,-42872.395525182255,-42868.41896816583,-42862.95996240865,-42855.14323981885,-42843.337581026026,-42824.23359102076,-42790.3568922521,-42722.38503894411,-42561.87435314982,-42115.09457480159,-41033.93861492062,-40162.735131044945,-39475.380110893384,-39022.130890037966,-38993.63897899166,-38993.572772325155,-38993.57265106072,-38993.5726508249
