pi,0.33320926390134914,0.33345304921281216,0.3333376868858383
means,"[4.986109094800722, 5.022541233318458]","[9.958062780568218, 9.954835420361555]","[0.04081372318687839, 0.05538664532991367]"
covariances,"[[1.005291187830418, 0.014755799643072916], [0.014755799643072916, 1.0193259461708133]]","[[0.9901201163611297, 0.011141823768956753], [0.011141823768956753, 0.9658774802711109]]","[[0.9093807534350111, 0.004024426113141288], [0.004024426113141288, 1.0461640700033905]]"
log_likelihoods,-20159.459476733424,-11728.022466927843,-11636.7400495464,-11632.254793224314,-11631.551818788266,-11631.305108980367,-11631.150735996212,-11631.014119296102,-11630.87787474656,-11630.738047155315,-11630.594122525137,-11630.446490631628,-11630.295698766231,-11630.14215922481,-11629.985983967072,-11629.82686738627,-11629.663996553123,-11629.495978112538,-11629.320768645648,-11629.135590440266,-11628.936809230257,-11628.719743761092,-11628.47836662757,-11628.20483768598,-11627.888778744662,-11627.516139133637,-11627.067392983501,-11626.514603537567,-11625.816487074651,-11624.909783220603,-11623.693452603466,-11621.998114572314,-11619.522982763647,-11615.695260237098,-11609.326057097705,-11597.668837846437,-11573.488974659766,-11514.794222432045,-11351.234557497977,-10974.46503917728,-10679.521435935905,-10597.741320571828,-10594.149877942324,-10594.110159865093,-10594.109714796903,-10594.109709758071
