pi,0.3333548480738202,0.3335502908762027,0.33309486104997676
means,"[9.989705309809027, 9.991270297265304]","[4.977560564885949, 4.977407218708091]","[0.007519572449186092, 0.017963581060144295]"
covariances,"[[0.9737980974459566, -0.000480291533717322], [-0.000480291533717322, 0.9288269686872787]]","[[1.0587427799648994, -0.01717517950506551], [-0.01717517950506551, 1.0442261953675174]]","[[0.9697451253274125, 0.009402616237196454], [0.009402616237196454, 1.008241998716717]]"
log_likelihoods,-48087.50287901539,-27512.828126850436,-27278.696677866883,-27265.408496058277,-27263.708625400737,-27263.317437231257,-27263.177782419607,-27263.090491406794,-27263.012142036507,-27262.932336955884,-27262.848101774205,-27262.75814233083,-27262.66150014664,-27262.557219701084,-27262.444251585955,-27262.32140898848,-27262.187333443348,-27262.040458509604,-27261.878967686964,-27261.70074448917,-27261.503312623303,-27261.283763703126,-27261.038668989782,-27260.763970171938,-27260.45484186914,-27260.105514860195,-27259.709043190654,-27259.256988990473,-27258.73898390115,-27258.14210192054,-27257.44993912348,-27256.641230220375,-27255.687720003603,-27254.550809986322,-27253.176136923797,-27251.48454043979,-27249.356462535514,-27246.603798224627,-27242.916333798883,-27237.753057866285,-27230.10368150015,-27217.91299929886,-27196.51935233082,-27153.784087747285,-27052.566329441615,-26768.26914762592,-26085.44981297946,-25586.6086659121,-25201.32348967607,-24831.609398123517,-24772.094174168982,-24771.676971608584,-24771.675597123576,-24771.675592197145
