pi,0.4999783266713034,0.5000216733286967
means,"[4.961684417380103, 5.043999195325352]","[0.04122443450998796, 0.03868068031885747]"
covariances,"[[0.9703744657208043, 0.03456392039722057], [0.03456392039722057, 0.9612162394994377]]","[[0.9232665535619314, -0.000675778801353302], [-0.000675778801353302, 1.0508867949333105]]"
log_likelihoods,-14416.584923679944,-6578.130544775006,-6577.8355841882485,-6577.825731309455,-6577.821755635237,-6577.817670102223,-6577.813315107889,-6577.80865361824,-6577.803649849359,-6577.798266683363,-6577.7924656626865,-6577.786207105932,-6577.779450303775,-6577.772153805094,-6577.764275804573,-6577.755774642402,-6577.7466094248875,-6577.7367407719275,-6577.726131692809,-6577.714748585793,-6577.702562349152,-6577.6895495819235,-6577.675693841949,-6577.660986917251,-6577.645430055407,-6577.629035085452,-6577.611825359347,-6577.593836436652,-6577.575116438309,-6577.555726004268,-6577.535737805754,-6577.51523558595,-6577.494312731408,-6577.4730704085505,-6577.451615332015,-6577.430057260995,-6577.408506342619,-6577.387070435153,-6577.365852546344,-6577.344948513402,-6577.32444503179,-6577.3044181124615,-6577.284932014855,-6577.266038669074,-6577.247777568977,-6577.230176091058,-6577.2132501739525,-6577.1970052809575,-6577.181437563244,-6577.166535143195,-6577.152279444533,-6577.138646506648,-6577.125608233258,-6577.113133538877,-6577.101189369156,-6577.089741582427,-6577.078755689116,-6577.068197452891,-6577.058033362695,-6577.048230988204,-6577.038759233037,-6577.029588500706,-6577.020690788,-6577.012039719495,-6577.003610535602,-6576.995380045033,-6576.987326550905,-6576.979429758206,-6576.971670668912,-6576.96403146967,-6576.956495415896,-6576.949046715166,-6576.941670411905,-6576.934352274784,-6576.927078687651,-6576.919836544394,-6576.912613147813,-6576.905396112295,-6576.898173269863,-6576.890932579061,-6576.883662035934,-6576.8763495863295,-6576.868983038604,-6576.861549975782,-6576.854037666082,-6576.846432970694,-6576.838722247553,-6576.830891249774,-6576.822925017237,-6576.814807759688,-6576.806522729517,-6576.798052082087,-6576.789376721252,-6576.780476127314,-6576.771328164221,-6576.761908862307,-6576.7521921721855,-6576.742149684654,-6576.731750310479,-6576.720959912726,-6576.709740882865,-6576.6980516500425,-6576.685846110693,-6576.673072962843,-6576.659674925971,-6576.645587822889,-6576.630739494568,-6576.615048511707,-6576.598422637873,-6576.580756987385,-6576.561931806057,-6576.541809783315,-6576.520232778433,-6576.497017809555,-6576.471952108722,-6576.44478698494,-6576.4152301543845,-6576.382936083026,-6576.347493729518,-6576.30841085576,-6576.265093760402,-6576.216820843185,-6576.1627077577805,-6576.101660952807,-6576.032314966527,-6575.952946658224,-6575.861356176981,-6575.7546991227755,-6575.629245722166,-6575.480028567775,-6575.300316251709,-6575.080807930187,-6574.808367606782,-6574.463974454571,-6574.019288399875,-6573.430666145332,-6572.628253465269,-6571.495027033461,-6569.823944173295,-6567.223594615386,-6562.891052343679,-6555.002415138302,-6538.850657465482,-6500.285063070723,-6390.853178243707,-6078.132444339344,-5679.38209623999,-5609.178600922063,-5608.582498869374,-5608.582030969995,-5608.582030659703
