pi,0.49999779487628726,0.5000022051237127
means,"[4.987071878119381, 5.042751542300039]","[0.05037827103253279, 0.047845452863380926]"
covariances,"[[0.9516366414571755, 0.049484172962537744], [0.049484172962537744, 0.980391945201398]]","[[0.9233436116891154, -0.01639665429592612], [-0.01639665429592612, 1.0367904605535312]]"
log_likelihoods,-6410.226365229072,-6101.037404857004,-5975.039778307786,-5693.299636359937,-5447.701451622828,-5277.4630540890685,-5252.677260113702,-5252.569376090936,-5252.569330876508
