pi,0.49968786860897035,0.500312131390998
means,"[-0.007558289588027009, 0.008996062063690633]","[4.98451330831558, 4.98404668674275]"
covariances,"[[0.9586453758066994, 0.007050229128999573], [0.007050229128981973, 1.0099299480131878]]","[[1.0494288031103587, -0.023822779475278097], [-0.023822779475158408, 0.9813353362797579]]"
log_likelihoods,-23396.643585013953,-23183.235852003087,-23183.006953962133,-23182.829862791274,-23182.692735147102,-23182.586533306414,-23182.5042173891,-23182.440312122453,-23182.390570055555,-23182.35170555645,-23182.321183943204,-23182.297054534545,-23182.277819056068,-23182.26232844418,-23182.249702375084,-23182.239266822937,-23182.230505838743,-23182.22302443275,-23182.216520099755,-23182.21076102306,-23182.20556941634,-23182.200808795904,-23182.196374274754,-23182.192185152744,-23182.18817926451,-23182.184308655134,-23182.180536279207,-23182.176833479552,-23182.17317804719,-23182.169552740022,-23182.16594414397,-23182.162341796306,-23182.15873751312,-23182.15512487112,-23182.151498799354,-23182.14785528311,-23182.144191113606,-23182.140503707546,-23182.136790959667,-23182.133051137003,-23182.12928278707,-23182.125484672546,-23182.121655722185,-23182.117794981525,-23182.11390158803,-23182.10997474291,-23182.106013692763,-23182.102017713387,-23182.0979860964,-23182.093918142276,-23182.089813149043,-23182.085670407207,-23182.081489196447,-23182.077268778106,-23182.07300839529,-23182.0687072641,-23182.064364576047,-23182.059979495803,-23182.05555115456,-23182.051078651668,-23182.04656105135,-23182.041997381326,-23182.03738662887,-23182.032727744383,-23182.02801963152,-23182.023261152928,-23182.01845112323,-23182.013588308182,-23182.008671425225,-23182.003699135385,-23181.998670050205,-23181.9935827179,-23181.988435629202,-23181.983227214765,-23181.97795583579,-23181.972619784352,-23181.967217285288,-23181.96174648388,-23181.956205450922,-23181.950592172736,-23181.94490454797,-23181.939140387207,-23181.933297404554,-23181.927373216,-23181.921365331218,-23181.915271151705,-23181.90908795936,-23181.90281291819,-23181.896443063535,-23181.889975291742,-23181.88340636217,-23181.876732878947,-23181.869951287506,-23181.86305786782,-23181.85604872161,-23181.848919762233,-23181.841666703353,-23181.834285048437,-23181.826770075793,-23181.81911683256,-23181.811320103778,-23181.803374415307,-23181.79527400469,-23181.787012803812,-23181.77858442611,-23181.769982135433,-23181.76119883064,-23181.752227016434,-23181.743058778673,-23181.733685749787,-23181.724099083367,-23181.714289411764,-23181.704246819016,-23181.6939607881,-23181.68342016011,-23181.672613088245,-23181.66152697872,-23181.650148436638,-23181.638463195683,-23181.626456052945,-23181.61411078622,-23181.60141007157,-23181.588335387623,-23181.574866910152,-23181.560983392083,-23181.546662049856,-23181.531878401656,-23181.516606127047,-23181.50081687743,-23181.484480091403,-23181.467562767237,-23181.450029221523,-23181.431840811998,-23181.412955633954,-23181.393328159626,-23181.37290886119,-23181.351643749098,-23181.32947387904,-23181.306334774752,-23181.28215576787,-23181.256859260386,-23181.230359854097,-23181.20256337717,-23181.173365740968,-23181.14265162868,-23181.110292965303,-23181.076147151543,-23181.040054980876,-23181.001838215638,-23180.961296719466,-23180.91820507228,-23180.872308563645,-23180.823318398106,-23180.770905961563,-23180.714695920848,-23180.65425787466,-23180.589096188203,-23180.51863756588,-23180.442215746516,-23180.359052534895,-23180.26823414478,-23180.16868146067,-23180.059112367795,-23179.93799364572,-23179.803478977257,-23179.653328287262,-23179.484801737024,-23179.294518822255,-23179.078268870573,-23178.83075281677,-23178.545226341055,-23178.212999056017,-23177.82271964802,-23177.35933637221,-23176.80255402038,-23176.12449043521,-23175.28602515164,-23174.230944139035,-23172.87623942172,-23171.09542941625,-23168.688624219918,-23165.32606315788,-23160.435216832047,-23152.958867650592,-23140.791885634615,-23119.331812543292,-23077.271322276443,-22982.572496916855,-22729.696927679543,-21964.927037950994,-20317.027898610388,-19767.96522560972,-19766.288608034298,-19766.28764556372,-19766.287644211847
