pi,0.49968984613673983,0.5003101538631827
means,"[-0.00718463586910277, 0.008446117329136442]","[4.987759854517971, 4.9829396224642]"
covariances,"[[0.9597934621851529, 0.00429074786582341], [0.004290747865972914, 1.011165234457129]]","[[1.0453817839244697, -0.014087463157277883], [-0.01408746315722317, 0.9779862084104628]]"
log_likelihoods,-23802.938264932145,-23585.61405041361,-23585.46091610969,-23585.34503192747,-23585.25724059489,-23585.190746075314,-23585.140358080593,-23585.102124946512,-23585.073048361715,-23585.050860521165,-23585.033850744694,-23585.020731384226,-23585.010534745285,-23585.002534333697,-23584.99618501385,-23584.991077747953,-23584.986905491707,-23584.983437581235,-23584.98050053704,-23584.977963701724,-23584.975728509184,-23584.973720461334,-23584.971883133185,-23584.970173700975,-23584.968559584297,-23584.967015938535,-23584.965523768355,-23584.964068513873,-23584.962638986304,-23584.96122656088,-23584.959824568086,-23584.958427838497,-23584.95703234557,-23584.95563494581,-23584.954233167387,-23584.952825064436,-23584.951409090332,-23584.94998401047,-23584.948548828936,-23584.947102734317,-23584.94564506194,-23584.944175253244,-23584.942692841723,-23584.941197421103,-23584.939688639846,-23584.938166181913,-23584.936629762757,-23584.93507912113,-23584.93351400848,-23584.931934193155,-23584.930339447747,-23584.928729551953,-23584.927104288043,-23584.92546344007,-23584.923806792896,-23584.922134130655,-23584.920445230553,-23584.918739873,-23584.91701783092,-23584.915278875204,-23584.913522770126,-23584.9117492762,-23584.909958146083,-23584.908149131435,-23584.90632197073,-23584.904476401047,-23584.902612152866,-23584.900728944933,-23584.89882649396,-23584.896904503268,-23584.894962674647,-23584.893000694385,-23584.89101824594,-23584.889015000652,-23584.886990621475,-23584.88494476257,-23584.882877065276,-23584.88078716328,-23584.87867468044,-23584.87653922441,-23584.87438039745,-23584.872197786084,-23584.869990965202,-23584.867759497072,-23584.865502932418,-23584.863220805848,-23584.86091263773,-23584.858577934643,-23584.85621618804,-23584.853826873743,-23584.85140944834,-23584.84896335622,-23584.846488018724,-23584.843982840815,-23584.841447211224,-23584.8388804929,-23584.836282032928,-23584.833651155182,-23584.83098715936,-23584.828289328318,-23584.82555691176,-23584.822789139303,-23584.81998521519,-23584.817144312794,-23584.814265581263,-23584.81134813742,-23584.808391065653,-23584.805393421535,-23584.802354227162,-23584.79927246637,-23584.796147090296,-23584.792977008685,-23584.789761093583,-23584.786498174602,-23584.783187037305,-23584.7798264234,-23584.77641502679,-23584.772951490428,-23584.769434405513,-23584.765862311055,-23584.762233684443,-23584.758546947774,-23584.754800459417,-23584.75099251027,-23584.747121322864,-23584.74318504823,-23584.739181759593,-23584.73510945305,-23584.730966038296,-23584.726749335532,-23584.72245707697,-23584.718086889938,-23584.713636304485,-23584.709102738154,-23584.70448349553,-23584.69977575936,-23584.69497658447,-23584.690082892692,-23584.685091457424,-23584.679998908417,-23584.674801710025,-23584.669496159477,-23584.66407837628,-23584.65854428624,-23584.652889614285,-23584.64710987246,-23584.641200344457,-23584.635156071483,-23584.628971835707,-23584.622642149676,-23584.616161225582,-23584.60952296964,-23584.60272095446,-23584.595748393014,-23584.58859812243,-23584.581262569292,-23584.573733724,-23584.566003113618,-23584.558061756205,-23584.549900138776,-23584.541508159855,-23584.53287510207,-23584.52398957137,-23584.514839450036,-23584.505411838098,-23584.495692987417,-23584.485668236914,-23584.475321929833,-23584.464637336776,-23584.45359655799,-23584.442180420203,-23584.430368368612,-23584.418138334077,-23584.40546660457,-23584.392327657763,-23584.37869400003,-23584.364535968423,-23584.349821519325,-23584.334515987026,-23584.318581816042,-23584.30197826086,-23584.284661039113,-23584.266581959244,-23584.247688470998,-23584.22792319222,-23584.20722333273,-23584.185520063635,-23584.162737793435,-23584.138793330498,-23584.113594923976,-23584.0870411625,-23584.05901970219,-23584.0294057832,-23583.99806051856,-23583.96482887749,-23583.929537347438,-23583.89199116033,-23583.85197103631,-23583.8092293149,-23583.763485346713,-23583.7144199849,-23583.66166896622,-23583.604814904167,-23583.543377577276,-23583.476802047582,-23583.40444407578,-23583.32555206863,-23583.23924461401,-23583.14448228336,-23583.040032025376,-23582.92442176729,-23582.795882084225,-23582.65227050526,-23582.490972322237,-23582.308769175434,-23582.101662907622,-23581.864636437516,-23581.5913246486,-23581.27355453199,-23580.900692017545,-23580.458697236663,-23579.928730460568,-23579.28504882565,-23578.49175338002,-23577.4976159723,-23576.227589581013,-23574.568367379943,-23572.342786958732,-23569.262248270825,-23564.83318607085,-23558.160698836524,-23547.50243514311,-23529.154093156194,-23494.326922233544,-23419.14078738264,-23227.953245861354,-22659.473772278343,-21178.715815153584,-20134.119745964803,-20112.930050490533,-20112.914773805816,-20112.914754139885,-20112.914754113837
