pi,0.49999721864275204,0.5000027813571547
means,"[4.991496752471581, 4.991541573605043]","[0.02702285821345761, 0.04837584518637998]"
covariances,"[[1.0213203291690094, 0.016510410512027354], [0.016510410512144236, 1.0008234390364492]]","[[0.9268884525306362, 0.010816242607972268], [0.01081624260799184, 1.0239887067056843]]"
log_likelihoods,-8737.316112398279,-8653.245537515955,-8653.22264556717,-8653.206429858274,-8653.194775457661,-8653.186300602718,-8653.180057000172,-8653.175390992074,-8653.171849967543,-8653.169118843885,-8653.166976897792,-8653.165268358258,-8653.163882370904,-8653.162739286076,-8653.161781272374,-8653.16096585591,-8653.160261468705,-8653.159644353324,-8653.159096409288,-8653.158603673899,-8653.158155255558,-8653.157742559119,-8653.157358741866,-8653.156998297993,-8653.15665677426,-8653.156330534885,-8653.156016597135,-8653.155712505726,-8653.155416222702,-8653.155126057278,-8653.154840600782,-8653.154558672108,-8653.154279284441,-8653.154001606032,-8653.15372493725,-8653.153448686171,-8653.153172351655,-8653.152895508387,-8653.152617792672,-8653.152338892425,-8653.152058540842,-8653.151776504514,-8653.151492583627,-8653.151206599687,-8653.150918396572,-8653.15062783617,-8653.150334792928,-8653.150039154083,-8653.149740814304,-8653.149439677487,-8653.14913565636,-8653.148828662617,-8653.14851861806,-8653.148205442983,-8653.14788906238,-8653.147569404791,-8653.147246394761,-8653.146919964944,-8653.146590041168,-8653.146256553147,-8653.145919430977,-8653.145578601892,-8653.14523399712,-8653.144885541533,-8653.144533162249,-8653.144176787238,-8653.143816338095,-8653.143451740661,-8653.14308291532,-8653.142709786502,-8653.14233226873,-8653.141950284597,-8653.141563748148,-8653.14117257524,-8653.140776680248,-8653.140375972303,-8653.13997036206,-8653.139559757456,-8653.139144063236,-8653.138723186363,-8653.138297023374,-8653.13786547926,-8653.137428450562,-8653.136985830311,-8653.136537513961,-8653.136083391091,-8653.13562335106,-8653.135157280136,-8653.134685058898,-8653.134206569783,-8653.133721690981,-8653.133230296522,-8653.132732259854,-8653.132227449776,-8653.131715733007,-8653.131196970546,-8653.130671023435,-8653.13013775029,-8653.129597000076,-8653.12904862512,-8653.128492469696,-8653.127928377158,-8653.127356183672,-8653.126775726547,-8653.126186831989,-8653.125589326468,-8653.124983033948,-8653.124367767101,-8653.123743342052,-8653.12310956058,-8653.122466229725,-8653.121813144231,-8653.121150094204,-8653.12047686732,-8653.11979324234,-8653.11909899467,-8653.118393890487,-8653.117677694063,-8653.116950157817,-8653.116211031567,-8653.115460055,-8653.114696963887,-8653.113921481505,-8653.113133329422,-8653.112332214369,-8653.111517840283,-8653.110689899935,-8653.109848077609,-8653.108992046411,-8653.108121470632,-8653.107236005406,-8653.10633529503,-8653.1054189723,-8653.104486656888,-8653.103537961932,-8653.102572481153,-8653.101589800466,-8653.100589491187,-8653.099571109635,-8653.0985341986,-8653.097478286429,-8653.096402884783,-8653.09530748921,-8653.094191578246,-8653.093054612618,-8653.091896035945,-8653.090715268054,-8653.089511714486,-8653.088284754596,-8653.087033749489,-8653.085758035111,-8653.084456924287,-8653.0831297027,-8653.081775632094,-8653.08039394692,-8653.078983850632,-8653.077544515934,-8653.076075086192,-8653.074574670236,-8653.073042341857,-8653.071477138921,-8653.06987806101,-8653.068244064489,-8653.06657406713,-8653.064866939552,-8653.063121506217,-8653.061336541188,-8653.059510768606,-8653.057642854881,-8653.055731409255,-8653.053774983255,-8653.051772057013,-8653.049721050225,-8653.047620305078,-8653.04546808987,-8653.043262591818,-8653.041001916048,-8653.038684070354,-8653.036306973441,-8653.033868437913,-8653.031366173844,-8653.028797772135,-8653.026160703379,-8653.023452306916,-8653.020669788788,-8653.017810203513,-8653.014870453517,-8653.011847268448,-8653.008737203325,-8653.005536622863,-8653.002241684298,-8652.998848330813,-8652.995352267764,-8652.991748948261,-8652.988033559945,-8652.984200997009,-8652.980245841401,-8652.976162342085,-8652.971944380926,-8652.967585453946,-8652.96307862967,-8652.958416519497,-8652.953591242145,-8652.948594377864,-8652.943416921473,-8652.938049234042,-8652.932480988167,-8652.926701100188,-8652.92069766553,-8652.91445787868,-8652.90796795164,-8652.901213015144,-8652.89417701256,-8652.88684258062,-8652.87919091975,-8652.871201635422,-8652.862852578774,-8652.854119646723,-8652.844976573804,-8652.835394682239,-8652.8253426051,-8652.81478596944,-8652.803687032541,-8652.792004270003,-8652.779691897667,-8652.766699319738,-8652.752970495923,-8652.73844320652,-8652.723048192871,-8652.706708156908,-8652.689336593212,-8652.670836403617,-8652.65109827463,-8652.62999873954,-8652.607397881766,-8652.583136578014,-8652.557033182657,-8652.528879524858,-8652.498436037698,-8652.465425803384,-8652.429527228504,-8652.390364977888,-8652.347498675088,-8652.300408703084,-8652.248478252128,-8652.190970401425,-8652.126998621898,-8652.055488435246,-8651.975127084275,-8651.884296703749,-8651.78098453907,-8651.66266076517,-8651.526109823346,-8651.367194011726,-8651.180516466073,-8650.958931687539,-8650.692819890912,-8650.368986292337,-8649.968948162239,-8649.466191134346,-8648.821628489799,-8647.975800403003,-8646.834883187155,-8645.244308110998,-8642.936000781092,-8639.415219064096,-8633.696580247073,-8623.622534415781,-8603.876276390487,-8559.34202447242,-8440.623372408012,-8096.9814024799125,-7507.900576818094,-7398.393620919638,-7398.205352586586,-7398.205285861723,-7398.2052858234
