pi,0.49999819827610364,0.5000018017237974
means,"[4.987069830243343, 5.042749551642536]","[0.050376335485764985, 0.047843413127416905]"
covariances,"[[0.9516420430032501, 0.04948859193831894], [0.0494885919389124, 0.9803968150704668]]","[[0.9233387343865139, -0.01640097426873859], [-0.01640097426889118, 1.0367853841253647]]"
log_likelihoods,-6226.666189231648,-6164.339167460279,-6164.180767154447,-6164.061709179874,-6163.972558536742,-6163.90601892866,-6163.856448267139,-6163.8195170188055,-6163.791934762708,-6163.7712256767845,-6163.755544392821,-6163.743527041508,-6163.734172921024,-6163.72675223325,-6163.720735333556,-6163.715739302898,-6163.711488064313,-6163.70778296067,-6163.704481192968,-6163.701480145166,-6163.698706051574,-6163.696105815715,-6163.693641152624,-6163.691284371505,-6163.689015371468,-6163.686819480561,-6163.684685920778,-6163.682606709381,-6163.680575870003,-6163.678588869734,-6163.676642216744,-6163.674733177041,-6163.672859560727,-6163.67101958192,-6163.669211747582,-6163.667434784268,-6163.665687580507,-6163.663969151265,-6163.662278606886,-6163.660615133741,-6163.658977976265,-6163.657366428997,-6163.65577982919,-6163.654217548262,-6163.652678987659,-6163.651163576807,-6163.6496707701735,-6163.648200041722,-6163.646750889228,-6163.645322826625,-6163.643915390152,-6163.642528127062,-6163.641160605208,-6163.639812405967,-6163.638483124811,-6163.637172369768,-6163.635879765543,-6163.63460494663,-6163.633347559507,-6163.632107262146,-6163.630883725591,-6163.629676628205,-6163.62848565893,-6163.627310519343,-6163.626150919173,-6163.62500657289,-6163.623877208759,-6163.622762560353,-6163.621662368935,-6163.620576386707,-6163.619504368151,-6163.618446078484,-6163.617401287107,-6163.61636977281,-6163.615351318165,-6163.6143457108155,-6163.613352745857,-6163.612372224668,-6163.611403953371,-6163.610447739944,-6163.609503401425,-6163.6085707582515,-6163.607649635962,-6163.606739861592,-6163.605841269338,-6163.604953697679,-6163.604076985526,-6163.603210979607,-6163.602355527451,-6163.6015104816015,-6163.60067569901,-6163.599851035477,-6163.599036354544,-6163.598231520831,-6163.59743640269,-6163.59665087055,-6163.595874794265,-6163.595108054207,-6163.594350525025,-6163.593602091179,-6163.5928626325895,-6163.592132036867,-6163.591410190014,-6163.590696982623,-6163.589992303802,-6163.589296051291,-6163.588608118161,-6163.587928402096,-6163.587256801644,-6163.58659321877,-6163.58593755511,-6163.585289715886,-6163.584649605025,-6163.584017131039,-6163.583392201035,-6163.582774726546,-6163.582164617892,-6163.581561788311,-6163.5809661510675,-6163.580377622258,-6163.57979611729,-6163.579221552996,-6163.578653850311,-6163.578092925837,-6163.57753870268,-6163.576991101375,-6163.576450045579,-6163.575915456537,-6163.5753872614305,-6163.574865385606,-6163.57434975342,-6163.573840294055,-6163.573336933954,-6163.572839602388,-6163.57234823028,-6163.571862745666,-6163.5713830816385,-6163.5709091689005,-6163.570440940586,-6163.569978330635,-6163.569521269594,-6163.569069697003,-6163.568623542581,-6163.568182745734,-6163.567747242038,-6163.567316967106,-6163.566891861418,-6163.566471859572,-6163.566056901706,-6163.565646927267,-6163.565241876458,-6163.564841687071,-6163.564446302898,-6163.564055661891,-6163.56366970929,-6163.563288383676,-6163.562911631139,-6163.562539393166,-6163.562171612138,-6163.5618082334395,-6163.561449201718,-6163.561094461999,-6163.5607439574205,-6163.560397635514,-6163.5600554434495,-6163.559717325407,-6163.559383229784,-6163.5590531032285,-6163.558726893992,-6163.558404549574,-6163.558086019292,-6163.557771251026,-6163.5574601948265,-6163.5571528009,-6163.556849018038,-6163.5565487968615,-6163.556252088005,-6163.555958844592,-6163.555669015403,-6163.555382552268,-6163.555099409843,-6163.5548195369065,-6163.554542889942,-6163.554269421152,-6163.553999081031,-6163.553731829774,-6163.553467615897,-6163.553206395232,-6163.552948123259,-6163.552692756704,-6163.552440247278,-6163.552190553098,-6163.551943632805,-6163.551699438496,-6163.551457929033,-6163.55121906045,-6163.550982792487,-6163.550749080177,-6163.550517883689,-6163.55028915989,-6163.550062868728,-6163.549838967341,-6163.549617416078,-6163.549398176012,-6163.549181204284,-6163.548966461865,-6163.548753910053,-6163.5485435088285,-6163.548335219567,-6163.548129003563,-6163.5479248225,-6163.547722637715,-6163.5475224120655,-6163.547324107525,-6163.547127686646,-6163.546933112428,-6163.546740349313,-6163.546549359238,-6163.546360106286,-6163.546172555911,-6163.545986670424,-6163.545802415747,-6163.545619756858,-6163.545438656891,-6163.5452590839195,-6163.545081000356,-6163.544904375497,-6163.54472917205,-6163.544555359227,-6163.544382901159,-6163.544211766358,-6163.544041921372,-6163.543873331926,-6163.543705967561,-6163.543539793645,-6163.543374780039,-6163.543210894279,-6163.543048103633,-6163.542886377805,-6163.542725682929,-6163.542565993212,-6163.542407271647,-6163.542249491527,-6163.542092619469,-6163.541936626405,-6163.541781482645,-6163.541627157139,-6163.541473619967,-6163.54132084092,-6163.541168791273,-6163.54101744121,-6163.540866761854,-6163.540716722327,-6163.540567295126,-6163.540418450395,-6163.540270158708,-6163.540122394039,-6163.539975124012,-6163.539828322785,-6163.539681960723,-6163.539536009838,-6163.539390442262,-6163.539245227872,-6163.539100341655,-6163.538955752956,-6163.538811433395,-6163.538667357434,-6163.538523495075,-6163.538379817519,-6163.538236302001,-6163.538092914791,-6163.5379496292135,-6163.537806420183,-6163.537663257783,-6163.537520114226,-6163.537376961449,-6163.537233773015,-6163.537090517838,-6163.53694717084,-6163.536803703017,-6163.5366600861835,-6163.536516290873,-6163.536372290319,-6163.536228057425,-6163.536083559704,-6163.535938771234,-6163.53579366283,-6163.535648204614,-6163.535502369329,-6163.535356125618,-6163.535209445343,-6163.535062298903,-6163.534914656697,-6163.534766487537,-6163.534617761534,-6163.534468449898,-6163.5343185185075,-6163.534167939893,-6163.534016680854,-6163.533864710434,-6163.533711996179,-6163.533558506577,-6163.533404208321,-6163.533249069078,-6163.533093055734,-6163.532936133813,-6163.532778268742,-6163.532619428023,-6163.532459575048,-6163.532298675554,-6163.5321366916105,-6163.531973587778,-6163.531809328746,-6163.531643874806,-6163.531477187364,-6163.531309229918,-6163.5311399614875,-6163.530969342104,-6163.530797332614,-6163.530623889674,-6163.530448972052,-6163.530272537122,-6163.530094540611,-6163.529914939,-6163.52973368499,-6163.529550733906,-6163.529366037437,-6163.529179548146,-6163.528991218436,-6163.528800995118,-6163.528608829547,-6163.528414668021,-6163.528218455509,-6163.528020141046,-6163.52781966518,-6163.527616973518,-6163.527412005451,-6163.527204701505,-6163.526994999971,-6163.526782839659,-6163.526568154033,-6163.526350876809,-6163.526130941532,-6163.525908278143,-6163.525682814976,-6163.525454479501,-6163.525223196767,-6163.524988887497,-6163.524751474081,-6163.524510874436,-6163.524267004585,-6163.524019779508,-6163.523769108886,-6163.523514901968,-6163.5232570651015,-6163.522995501221,-6163.522730111485,-6163.522460792189,-6163.522187438574,-6163.521909940444,-6163.521628187033,-6163.521342060911,-6163.521051443984,-6163.520756210781,-6163.520456234853,-6163.5201513860475,-6163.519841525227,-6163.519526514747,-6163.5192062081305,-6163.518880455473,-6163.518549099848,-6163.518211983175,-6163.517868938209,-6163.517519792461,-6163.517164365359,-6163.516802476928,-6163.516433930497,-6163.51605853095,-6163.515676071221,-6163.51528633749,-6163.514889109483,-6163.514484154775,-6163.5140712357,-6163.513650105554,-6163.513220505067,-6163.512782164418,-6163.51233480737,-6163.511878142768,-6163.511411868823,-6163.510935672228,-6163.510449222382,-6163.5099521819775,-6163.509444193587,-6163.508924887497,-6163.508393876473,-6163.507850758059,-6163.507295108033,-6163.506726490599,-6163.506144443075,-6163.505548484889,-6163.504938115434,-6163.504312807583,-6163.503672011844,-6163.503015149775,-6163.502341619169,-6163.501650785775,-6163.500941986872,-6163.500214524923,-6163.499467668536,-6163.498700648882,-6163.497912659268,-6163.497102849016,-6163.49627032702,-6163.495414151406,-6163.494533331708,-6163.493626823874,-6163.4926935284075,-6163.491732281902,-6163.490741857546,-6163.489720960908,-6163.488668220945,-6163.487582187936,-6163.486461328244,-6163.485304015503,-6163.484108526751,-6163.482873033599,-6163.481595593808,-6163.480274145623,-6163.4789064946835,-6163.4774903081325,-6163.476023097245,-6163.474502214239,-6163.472924829042,-6163.471287921404,-6163.469588265355,-6163.467822404206,-6163.46598664191,-6163.464077012675,-6163.46208925974,-6163.460018814601,-6163.457860760752,-6163.455609807284,-6163.45326024839,-6163.4508059322725,-6163.448240206679,-6163.445555878502,-6163.442745154061,-6163.439799582784,-6163.436709982325,-6163.433466367458,-6163.430057860088,-6163.426472593459,-6163.422697594966,-6163.4187186738845,-6163.414520262944,-6163.410085267809,-6163.405394878109,-6163.4004283544455,-6163.395162785697,-6163.389572812282,-6163.383630297569,-6163.377303961455,-6163.370558940387,-6163.363356290643,-6163.355652386601,-6163.347398241973,-6163.338538683831,-6163.329011402244,-6163.318745795314,-6163.307661622019,-6163.295667362242,-6163.282658270922,-6163.268513997141,-6163.253095726282,-6163.236242651443,-6163.2177676706515,-6163.19745204778,-6163.175038767587,-6163.1502242201,-6163.122647687,-6163.091877976994,-6163.057396249325,-6163.018573790825,-6162.974642929466,-6162.924658603493,-6162.867446966274,-6162.801535853601,-6162.72505936856,-6162.635625128007,-6162.530126489635,-6162.404472321998,-6162.253190476594,-6162.068833287994,-6161.841064649341,-6161.555219870156,-6161.189963743688,-6160.713348107232,-6160.075906492218,-6159.197990755436,-6157.945267586075,-6156.078199830059,-6153.139694882,-6148.1813342422065,-6139.018295005736,-6119.917693046803,-6073.373982580186,-5939.902608334156,-5582.880098699254,-5267.278876476274,-5252.587778452047,-5252.569337779068,-5252.569330858967
