pi,0.49999455039475715,0.5000054496054303
means,"[4.986277926936908, 5.02403791895695]","[0.04080668935556645, 0.05538345509851458]"
covariances,"[[1.0037721533749364, 0.01643830328739014], [0.016438303288261687, 1.0245874904286745]]","[[0.9093609939557505, 0.004012683830778073], [0.004012683830956114, 1.046161670878335]]"
log_likelihoods,-7496.8573761433,-7423.2424494039715,-7423.181344452535,-7423.138719140563,-7423.109072996652,-7423.088490035033,-7423.074196307517,-7423.064246955948,-7423.057289413384,-7423.052388797711,-7423.0489017781365,-7423.046386943364,-7423.044541881874,-7423.043159478378,-7423.042097754101,-7423.041259197975,-7423.040576636267,-7423.0400036129995,-7423.039507844399,-7423.039066766105,-7423.038664506695,-7423.03828981695,-7423.0379346699765,-7423.037593282494,-7423.0372614590015,-7423.036936122784,-7423.036615001051,-7423.036296395992,-7423.0359790300645,-7423.035661933632,-7423.035344355442,-7423.035025720187,-7423.034705569004,-7423.034383541785,-7423.034059345133,-7423.033732744175,-7423.033403537704,-7423.03307156059,-7423.032736666998,-7423.032398734313,-7423.032057643957,-7423.03171329857,-7423.031365598426,-7423.031014455793,-7423.030659783383,-7423.030301497511,-7423.0299395169895,-7423.029573760663,-7423.029204146196,-7423.0288305939575,-7423.02845302071,-7423.028071345202,-7423.0276854801195,-7423.027295344073,-7423.026900846612,-7423.026501897499,-7423.026098407696,-7423.0256902811,-7423.025277424034,-7423.024859735621,-7423.024437116368,-7423.024009460474,-7423.023576663102,-7423.0231386128435,-7423.022695196232,-7423.0222462991205,-7423.021791799751,-7423.021331576445,-7423.020865501644,-7423.0203934429765,-7423.019915269239,-7423.01943084096,-7423.018940013894,-7423.018442640901,-7423.017938570377,-7423.017427645482,-7423.016909704453,-7423.016384580783,-7423.0158521018875,-7423.015312088109,-7423.014764358479,-7423.014208721552,-7423.013644980782,-7423.013072935323,-7423.012492373375,-7423.011903078203,-7423.011304826716,-7423.010697385423,-7423.010080513344,-7423.009453964855,-7423.008817477363,-7423.008170788375,-7423.007513619029,-7423.00684568199,-7423.006166681711,-7423.005476307484,-7423.004774239384,-7423.004060145031,-7423.003333681143,-7423.0025944873505,-7423.001842191598,-7423.001076408076,-7423.000296733129,-7422.9995027473215,-7422.99869401722,-7422.997870087449,-7422.997030488436,-7422.996174728136,-7422.995302291816,-7422.994412647564,-7422.993505237479,-7422.992579482021,-7422.99163477322,-7422.990670479299,-7422.989685938255,-7422.988680458563,-7422.987653319266,-7422.9866037605025,-7422.985530994989,-7422.984434195035,-7422.983312489632,-7422.9821649748465,-7422.98099069243,-7422.979788646879,-7422.978557784701,-7422.977297007125,-7422.976005155608,-7422.974681011888,-7422.973323296025,-7422.971930661099,-7422.970501686855,-7422.9690348785425,-7422.967528659342,-7422.965981365857,-7422.964391242083,-7422.962756430794,-7422.9610749721705,-7422.959344788781,-7422.957563689762,-7422.955729341246,-7422.953839280754,-7422.951890887482,-7422.9498813827595,-7422.947807813982,-7422.94566703754,-7422.943455710339,-7422.941170271106,-7422.938806918743,-7422.936361599523,-7422.93382998205,-7422.931207434019,-7422.928488997659,-7422.925669358041,-7422.922742820301,-7422.919703263597,-7422.916544110438,-7422.91325827879,-7422.909838144642,-7422.906275475576,-7422.90256138165,-7422.8986862481925,-7422.894639660346,-7422.890410323565,-7422.885985969462,-7422.881353249918,-7422.876497625907,-7422.871403230324,-7422.866052720325,-7422.860427105745,-7422.854505556659,-7422.848265180553,-7422.841680769288,-7422.83472451574,-7422.827365668223,-7422.819570156193,-7422.8113001393,-7422.802513492182,-7422.793163196602,-7422.783196645987,-7422.772554809897,-7422.761171269069,-7422.748971054552,-7422.7358692872,-7422.721769543919,-7422.706561904179,-7422.690120597717,-7422.6723011508,-7422.652936927584,-7422.631834876682,-7422.608770313947,-7422.583480432566,-7422.555656231787,-7422.524932340155,-7422.490874139943,-7422.452961317545,-7422.410566647579,-7422.362928397693,-7422.309114038098,-7422.2479719954945,-7422.178066748115,-7422.097590356183,-7422.004240144106,-7421.895046997201,-7421.766130153751,-7421.612340486074,-7421.426730703624,-7421.199750263007,-7420.91799011112,-7420.562168233906,-7420.103789343448,-7419.4993953383155,-7418.680234301669,-7417.532746947198,-7415.859484865849,-7413.295205530543,-7409.111099264924,-7401.709751059214,-7387.155544191699,-7354.270697864018,-7266.309415994847,-7003.683684771846,-6480.60547244552,-6345.405827101777,-6345.241906771169,-6345.241885828891,-6345.2418858188485
