pi,0.49999721864309493,0.5000027813575564
means,"[4.991496752468199, 4.991541573600834]","[0.027022858213745525, 0.04837584518660712]"
covariances,"[[1.0213203291683335, 0.016510410511437416], [0.016510410511154955, 1.000823439035933]]","[[0.9268884525297904, 0.010816242608046934], [0.010816242607862308, 1.0239887067051117]]"
log_likelihoods,-8737.31611239793,-8653.245537514045,-8653.222645567264,-8653.206429858137,-8653.194775456379,-8653.186300604235,-8653.180057000325,-8653.175390991517,-8653.171849967765,-8653.16911884503,-8653.166976897413,-8653.16526835996,-8653.16388237124,-8653.162739287118,-8653.161781272518,-8653.160965856396,-8653.16026146897,-8653.159644353691,-8653.159096409028,-8653.158603673553,-8653.158155254478,-8653.157742558575,-8653.157358740234,-8653.156998298444,-8653.15665677501,-8653.1563305345,-8653.156016597917,-8653.15571250475,-8653.155416222,-8653.155126057969,-8653.15484059927,-8653.154558671813,-8653.15427928431,-8653.154001605975,-8653.153724937652,-8653.153448685725,-8653.153172351354,-8653.15289550753,-8653.152617793306,-8653.152338892945,-8653.152058540432,-8653.151776504457,-8653.15149258317,-8653.15120659986,-8653.150918396617,-8653.150627837296,-8653.150334794213,-8653.150039153306,-8653.149740814853,-8653.149439679632,-8653.149135657219,-8653.14882866469,-8653.148518618344,-8653.148205444424,-8653.147889062922,-8653.147569405148,-8653.147246395798,-8653.146919964065,-8653.146590040376,-8653.146256553699,-8653.14591943096,-8653.145578602129,-8653.145233997275,-8653.144885540762,-8653.144533161652,-8653.144176786507,-8653.14381633795,-8653.143451740527,-8653.143082916267,-8653.142709785148,-8653.142332269195,-8653.141950284093,-8653.141563749985,-8653.141172575812,-8653.140776680526,-8653.140375971772,-8653.139970360671,-8653.139559756568,-8653.139144064562,-8653.138723185213,-8653.138297024085,-8653.137865478231,-8653.137428449743,-8653.136985830286,-8653.136537514729,-8653.136083391359,-8653.1356233513,-8653.13515728006,-8653.134685058656,-8653.134206569659,-8653.133721690108,-8653.133230296207,-8653.132732260228,-8653.132227448647,-8653.131715731986,-8653.131196970491,-8653.130671024463,-8653.130137749193,-8653.129597002262,-8653.129048624069,-8653.128492469275,-8653.127928376734,-8653.127356184512,-8653.126775725803,-8653.126186832016,-8653.125589326797,-8653.124983033531,-8653.124367767465,-8653.123743341244,-8653.123109559994,-8653.122466229695,-8653.121813143503,-8653.121150093522,-8653.120476867014,-8653.11979324177,-8653.119098995545,-8653.118393891289,-8653.117677693039,-8653.116950157306,-8653.116211032408,-8653.1154600558,-8653.114696963337,-8653.113921482129,-8653.113133328425,-8653.112332214365,-8653.111517840644,-8653.11068990132,-8653.109848077613,-8653.108992045187,-8653.108121469559,-8653.10723600604,-8653.106335295046,-8653.105418972204,-8653.104486657036,-8653.103537961824,-8653.102572481375,-8653.101589801056,-8653.100589490781,-8653.099571110737,-8653.09853419871,-8653.097478286581,-8653.096402884401,-8653.095307488911,-8653.094191579,-8653.093054613413,-8653.091896035276,-8653.090715268234,-8653.089511712758,-8653.088284754898,-8653.087033750428,-8653.08575803412,-8653.08445692568,-8653.083129704,-8653.081775633462,-8653.080393947814,-8653.078983849487,-8653.077544516258,-8653.076075085304,-8653.074574670736,-8653.07304234174,-8653.071477139902,-8653.069878060549,-8653.068244065433,-8653.066574067012,-8653.06486693944,-8653.063121506653,-8653.061336541481,-8653.059510767613,-8653.057642853943,-8653.055731408936,-8653.053774983451,-8653.051772056631,-8653.049721049767,-8653.047620305297,-8653.045468090535,-8653.043262592391,-8653.041001915288,-8653.03868406993,-8653.03630697248,-8653.03386843891,-8653.031366174402,-8653.028797771745,-8653.026160702775,-8653.023452307265,-8653.020669787822,-8653.017810204155,-8653.014870452876,-8653.011847267533,-8653.008737203356,-8653.005536622462,-8653.00224168653,-8652.998848331483,-8652.995352266806,-8652.99174894688,-8652.9880335599,-8652.984200995139,-8652.980245842055,-8652.976162341674,-8652.971944381947,-8652.967585453454,-8652.96307862888,-8652.95841651882,-8652.953591241778,-8652.94859437674,-8652.94341692078,-8652.938049234652,-8652.932480988966,-8652.926701099406,-8652.920697666128,-8652.91445787801,-8652.907967952196,-8652.901213014344,-8652.8941770118,-8652.886842580088,-8652.879190918731,-8652.871201634622,-8652.862852577317,-8652.85411964584,-8652.84497657388,-8652.835394683265,-8652.825342605522,-8652.814785970138,-8652.803687033544,-8652.792004270952,-8652.779691898384,-8652.766699319744,-8652.752970495416,-8652.738443206023,-8652.723048193267,-8652.7067081571,-8652.689336593412,-8652.67083640488,-8652.651098275881,-8652.629998740784,-8652.60739788198,-8652.583136579464,-8652.557033181864,-8652.528879526128,-8652.49843603952,-8652.465425803483,-8652.429527229462,-8652.390364978375,-8652.34749867695,-8652.300408703984,-8652.248478253774,-8652.190970403708,-8652.126998622527,-8652.055488437238,-8651.975127087577,-8651.88429670577,-8651.78098454142,-8651.662660769067,-8651.526109826642,-8651.367194018352,-8651.180516471755,-8650.958931694615,-8650.692819900192,-8650.368986302483,-8649.96894817399,-8649.466191150907,-8648.821628511381,-8647.975800431406,-8646.834883226134,-8645.244308166586,-8642.93600086177,-8639.41521919209,-8633.69658046202,-8623.622534812284,-8603.876277211393,-8559.342026458518,-8440.623378061347,-8096.981417979979,-7507.90058867691,-7398.393620963419,-7398.205352586965,-7398.205285862685,-7398.205285821837
