pi,0.33348353774779166,0.3333739487273014,0.33314251352495083
means,"[4.991526056753116, 4.992979739774294]","[10.01379768733091, 10.033250433251743]","[-0.003574262520159951, -0.0022009005468914137]"
covariances,"[[1.039332296552283, -0.011198666322585413], [-0.01119866632255199, 0.9780619943851314]]","[[1.0498344798267343, -0.0020960326744028216], [-0.002096032674361225, 0.9771280398797073]]","[[0.9698139716947962, -6.059388424598298e-05], [-6.0593884447475375e-05, 1.0153760777632286]]"
log_likelihoods,-42686.814317860626,-40411.89335186705,-40110.430652790055,-39977.4358205443,-39911.305386111584,-39882.25482437055,-39871.92206957577,-39868.875273473896,-39868.079242934546,-39867.88020715809,-39867.827396178436,-39867.80979149253,-39867.80123247055,-39867.79552783619,-39867.79109029625,-39867.787413503,-39867.784269243406,-39867.78151945505,-39867.77906752609,-39867.776842226034,-39867.77479014471,-39867.77287101359,-39867.77105439478,-39867.76931725394,-39867.76764212566,-39867.76601574939,-39867.76442803751,-39867.76287130455,-39867.76133967211,-39867.75982863645,-39867.75833474048,-39867.75685530786,-39867.75538827042,-39867.75393201479,-39867.75248528028,-39867.751047065685,-39867.749616582914,-39867.748193192405,-39867.7467763836,-39867.7453657305,-39867.74396088527,-39867.74256155253,-39867.74116747935,-39867.73977844868,-39867.738394271066,-39867.73701477302,-39867.73563980091,-39867.734269213026,-39867.73290287935,-39867.7315406742,-39867.7301824834,-39867.72882819417,-39867.72747769966,-39867.72613089678,-39867.72478768461,-39867.72344796599,-39867.722111643074,-39867.72077862527,-39867.71944881712,-39867.718122127626,-39867.71679846859,-39867.715477747675,-39867.71415987832,-39867.71284477572,-39867.71153234549,-39867.71022251047,-39867.70891517861,-39867.70761026976,-39867.706307695364,-39867.70500737144,-39867.70370922014,-39867.70241315257,-39867.70111908742,-39867.69982694344,-39867.69853663912,-39867.69724808947,-39867.69596121705,-39867.69467593696,-39867.69339217316,-39867.692109841824,-39867.69082886005,-39867.689549153365,-39867.68827063624,-39867.686993231604,-39867.68571686071,-39867.68444143999,-39867.68316689587,-39867.681893145855,-39867.68062010736,-39867.679347705605,-39867.678075860415,-39867.67680449297,-39867.67553352191,-39867.67426286974,-39867.6729924584,-39867.67172220685,-39867.67045203814,-39867.66918186963,-39867.66791162498,-39867.66664122346,-39867.665370585986,-39867.66409963179,-39867.66282828406,-39867.66155646115,-39867.66028408438,-39867.65901106963,-39867.657737338915,-39867.656462814855,-39867.65518741172,-39867.653911050525,-39867.65263365011,-39867.65135512952,-39867.65007540488,-39867.648794395536,-39867.647512020194,-39867.646228193495,-39867.644942835344,-39867.64365585878,-39867.642367180364,-39867.641076718806,-39867.639784386636,-39867.63849010037,-39867.637193771465,-39867.63589532088,-39867.63459465322,-39867.633291685925,-39867.6319863322,-39867.63067850162,-39867.62936810616,-39867.62805505714,-39867.62673926512,-39867.62542063653,-39867.62409908497,-39867.62277451393,-39867.62144683373,-39867.62011595015,-39867.61878176818,-39867.617444195486,-39867.61610313339,-39867.61475848805,-39867.61341016072,-39867.61205805326,-39867.610702066464,-39867.60934210144,-39867.607978054264,-39867.60660982675,-39867.60523731231,-39867.60386041138,-39867.6024790135,-39867.60109301626,-39867.5997023082,-39867.59830678487,-39867.59690633277,-39867.59550084363,-39867.59409020158,-39867.59267429439,-39867.59125300476,-39867.58982621953,-39867.58839381506,-39867.58695567465,-39867.58551167671,-39867.58406169567,-39867.58260560532,-39867.58114328395,-39867.57967459464,-39867.57819941288,-39867.57671760266,-39867.575229029826,-39867.57373355699,-39867.572231041166,-39867.57072134588,-39867.56920432335,-39867.56767982714,-39867.56614770756,-39867.56460780816,-39867.563059982014,-39867.56150406269,-39867.5599398928,-39867.558367308775,-39867.55678614036,-39867.55519621373,-39867.55359735803,-39867.55198939267,-39867.550372134276,-39867.548745398155,-39867.547108989915,-39867.54546271397,-39867.54380636994,-39867.5421397546,-39867.54046265784,-39867.53877486149,-39867.537076146,-39867.535366284494,-39867.53364504452,-39867.53191218673,-39867.53016746478,-39867.528410628285,-39867.52664141513,-39867.524859561214,-39867.5230647907,-39867.521256821376,-39867.51943536235,-39867.5176001131,-39867.515750764076,-39867.5138869987,-39867.512008488404,-39867.51011489134,-39867.50820586174,-39867.506281036025,-39867.50434004095,-39867.502382492334,-39867.50040799113,-39867.49841612451,-39867.49640646979,-39867.494378582356,-39867.49233200869,-39867.49026627552,-39867.48818089618,-39867.48607536629,-39867.48394915472,-39867.48180172671,-39867.47963251535,-39867.47744093775,-39867.475226391245,-39867.47298824979,-39867.47072586221,-39867.46843855616,-39867.466125629086,-39867.46378636031,-39867.46141999747,-39867.45902575818,-39867.456602838065,-39867.45415039341,-39867.4516675525,-39867.44915341553,-39867.44660704206,-39867.44402745887,-39867.44141365698,-39867.43876458816,-39867.436079168874,-39867.433356270485,-39867.43059472498,-39867.42779331935,-39867.424950798086,-39867.422065854866,-39867.41913714556,-39867.41616326415,-39867.41314276462,-39867.41007414219,-39867.40695584202,-39867.40378625305,-39867.40056370766,-39867.397286478845,-39867.393952782775,-39867.39056077017,-39867.38710853436,-39867.38359410269,-39867.38001543612,-39867.37637042724,-39867.37265690864,-39867.36887263339,-39867.36501528999,-39867.36108249707,-39867.35707179609,-39867.35298066,-39867.34880648316,-39867.34454658763,-39867.340198217586,-39867.33575854839,-39867.33122466606,-39867.32659359176,-39867.321862266595,-39867.317027551806,-39867.31208623477,-39867.30703502816,-39867.30187056508,-39867.29658941043,-39867.291188046205,-39867.2856628923,-39867.2800102857,-39867.27422650285,-39867.26830774874,-39867.262250159605,-39867.25604981098,-39867.249702711415,-39867.243204810875,-39867.23655200465,-39867.22974012888,-39867.222764964026,-39867.215622249394,-39867.20830766994,-39867.20081686304,-39867.19314542815,-39867.18528892419,-39867.17724286965,-39867.169002746734,-39867.16056400625,-39867.15192206199,-39867.143072299805,-39867.13401007313,-39867.12473070025,-39867.11522947071,-39867.10550164202,-39867.09554243155,-39867.08534701745,-39867.07491053711,-39867.064228081115,-39867.05329467784,-39867.0421053,-39867.030654839175,-39867.01893810919,-39867.00694982611,-39866.99468459446,-39866.982136890925,-39866.96930104692,-39866.95617122496,-39866.942741406434,-39866.92900534796,-39866.91495656516,-39866.90058831098,-39866.88589352274,-39866.87086480064,-39866.85549436338,-39866.8397740057,-39866.823695059276,-39866.80724833286,-39866.79042407354,-39866.77321189655,-39866.755600739445,-39866.737578783104,-39866.719133394065,-39866.70025104244,-39866.68091723681,-39866.66111641689,-39866.64083188526,-39866.62004569887,-39866.59873855988,-39866.57688971688,-39866.55447683029,-39866.53147584847,-39866.50786086398,-39866.483603959015,-39866.458675038804,-39866.43304164317,-39866.40666875977,-39866.3795185906,-39866.35155032721,-39866.32271986662,-39866.29297954121,-39866.26227778132,-39866.23055876496,-39866.1977620141,-39866.16382195549,-39866.128667430516,-39866.0922211267,-39866.054398969325,-39866.01510941534,-39865.97425266837,-39865.93171978267,-39865.887391655706,-39865.841137881565,-39865.79281544811,-39865.74226723377,-39865.68932031659,-39865.63378399908,-39865.5754475605,-39865.51407765165,-39865.44941527537,-39865.381172268215,-39865.30902722688,-39865.23262069962,-39865.151549568014,-39865.06536039866,-39864.97354158695,-39864.87551397788,-39864.770619687726,-39864.65810863795,-39864.537122324,-39864.40667406792,-39864.265624923624,-39864.11265401587,-39863.94622187239,-39863.764524682316,-39863.565436863995,-39863.34643832836,-39863.10452157939,-39862.83607192783,-39862.53671147197,-39862.20109366345,-39861.82262958627,-39861.393118543434,-39860.902242459946,-39860.33686325915,-39859.68002981716,-39858.909548297204,-39857.99588109473,-39856.89898783492,-39855.563452477385,-39853.91074691029,-39851.82653999297,-39849.13908618679,-39845.58080376116,-39840.71645677931,-39833.8007746307,-39823.475760310386,-39807.07103936249,-39778.815376144645,-39724.68292733117,-39605.436725325344,-39295.48312986434,-38422.8244609441,-36941.21250076013,-36301.78556958272,-36243.587549049254,-36243.374256196315,-36243.373902783074,-36243.37390216212
