pi,0.8699421479820251,0.13005785201833675
means,"[2.4727982821056136, 2.5396228607931146]","[2.5312275369667163, 2.382674824689361]"
covariances,"[[6.578548749920551, 6.0330999344327125], [6.033099934431673, 7.518120602925916]]","[[10.187496099599867, 6.356611868330665], [6.35661186833868, 4.123201282875946]]"
log_likelihoods,-1648.0497712836966,-1647.9405798484738,-1647.834317365735,-1647.730574262695,-1647.629851171259,-1647.5329571172429,-1647.4405353336238,-1647.352738351823,-1647.2690711655373,-1647.188396857168,-1647.109078465689,-1647.029223970897,-1646.94700270244,-1646.860997700022,-1646.770539034676,-1646.67593419291,-1646.5785020829717,-1646.4803602078468,-1646.3840089497035,-1646.2918484376373,-1646.2057857902191,-1646.1270304988843,-1646.0560833190261,-1645.9928584251484,-1645.9368616544343,-1645.8873651128636,-1645.8435465645387,-1645.8045850427018,-1645.769717436458,-1645.7382658842816,-1645.7096459459767,-1645.6833635644168,-1645.6590064013865,-1645.6362330527347,-1645.6147621414998,-1645.5943622676905,-1645.574843236609,-1645.5560486242093,-1645.5378495979842,-1645.5201398411357,-1645.5028314133792,-1645.4858513795075,-1645.469139079265,-1645.4526439179435,-1645.4363235616083,-1645.4201424935006,-1645.4040708224732,-1645.3880833313265,-1645.3721586948018,-1645.3562788495335,-1645.3404284733515,-1645.3245945715712,-1645.3087661334841,-1645.2929338535794,-1645.2770899045006,-1645.2612277522398,-1645.245342002414,-1645.229428279039,-1645.2134831182618,-1645.1975038885348,-1645.1814887162902,-1645.1654364305539,-1645.1493465124177,-1645.1332190565379,-1645.1170547290246,-1645.1008547431034,-1645.0846208243893,-1645.068355191173,-1645.0520605250672,-1645.0357399516722,-1645.0193970147743,-1645.0030356557954,-1644.986660193184,-1644.9702752913631,-1644.9538859482857,-1644.9374974567502,-1644.9211153900014,-1644.9047455684504,-1644.8883940296732,-1644.872067006083,-1644.855770888365,-1644.8395121948388,-1644.8232975422425,-1644.8071336111639,-1644.791027111025,-1644.774984753305,-1644.759013209122,-1644.7431190837547,-1644.727308883088,-1644.7115889783995,-1644.6959655801288,-1644.6804447044954,-1644.6650321517286,-1644.6497334750288,-1644.634553954727,-1644.6194985829752,-1644.6045720390653,-1644.5897786731236,-1644.5751224899789,-1644.5606071360342,-1644.5462358922537,-1644.532011660725,-1644.5179369651928,-1644.504013940752,-1644.4902443380372,-1644.4766295250054,-1644.4631704843193,-1644.4498678219531,-1644.4367217756935,-1644.4237322192967,-1644.4108986747256,-1644.398220320742,-1644.3856960085882,-1644.373324268949,-1644.3611033307038,-1644.3490311327264,-1644.3371053379137,-1644.32532334781,-1644.3136823164443,-1644.3021791727003,-1644.2908106213404,-1644.2795731720362,-1644.2684631413204,-1644.257476677015,-1644.2466097647066,-1644.2358582447864,-1644.225217822953,-1644.2146840834966,-1644.2042525017598,-1644.1939184565545,-1644.1836772349566,-1644.1735240504697,-1644.1634540493262,-1644.1534623180792,-1644.1435438975013,-1644.1336937874287,-1644.123906956487,-1644.1141783515723,-1644.1045029056804,-1644.0948755450408,-1644.0852911985007,-1644.075744806856,-1644.0662313295225,-1644.0567457527982,-1644.0472831043326,-1644.0378384572005,-1644.0284069426193,-1644.0189837625294,-1644.009564198516,-1644.0001436269642,-1643.9907175343033,-1643.9812815265952,-1643.9718313526837,-1643.9623629152861,-1643.9528722934735,-1643.943355761592,-1643.9338098097285,-1643.924231167709,-1643.9146168274178,-1643.9049640679864,-1643.895270482595,-1643.8855340061862,-1643.8757529384193,-1643.8659259770473,-1643.8560522437244,-1643.8461313083621,-1643.8361632202827,-1643.8261485342887,-1643.8160883282458,-1643.8059842309408,-1643.7958384373546,-1643.7856537229356,-1643.7754334562896,-1643.7651816010157,-1643.754902722071,-1643.7446019717931,-1643.7342850854166,-1643.7239583554347,-1643.7136286109358,-1643.7033031802616,-1643.6929898557628,-1643.6826968421328,-1643.6724327058137,-1643.662206317868,-1643.6520267863245,-1643.6419033926734,-1643.6318455214691,-1643.6218625861748,-1643.6119639582128,-1643.6021588947588,-1643.5924564711622,-1643.582865512894,-1643.573394530444,-1643.564051668553,-1643.5548446514633,-1643.545780738848,-1643.5368666882687,-1643.5281087230746,-1643.5195125163636,-1643.5110831682541,-1643.5028251980175,-1643.4947425459688,-1643.4868385737464,-1643.479116073635,-1643.4715772847499,-1643.4642239078555,-1643.4570571298914,-1643.4500776444033,-1643.4432856830035,-1643.4366810370352,-1643.4302630912357,-1643.4240308488606,-1643.4179829628415,-1643.412117764885,-1643.406433291954,-1643.4009273144345,-1643.3955973629486,-1643.3904407529294,-1643.3854546076132,-1643.3806358839488,-1643.3759813882584,-1643.3714878021042,-1643.367151697013,-1643.362969553035,-1643.35893777615,-1643.3550527130114,-1643.3513106626615,-1643.3477078916453,-1643.3442406483186,-1643.3409051661051,-1643.3376976832274,-1643.3346144459586,-1643.3316517189505,-1643.3288057939485,-1643.3260729953272,-1643.3234496878026,-1643.3209322825483,-1643.3185172412866,-1643.3162010818917,-1643.313980384374,-1643.3118517905586,-1643.3098120120299,-1643.307857829101,-1643.3059860979024,-1643.304193744374,-1643.3024777779178,-1643.300835279765,-1643.2992634143882,-1643.297759423543,-1643.2963206299614,-1643.2949444368799,-1643.293628327141,-1643.2923698619225,-1643.2911666843775,-1643.2900165152655,-1643.288917151257,-1643.2878664656967,-1643.2868624085536,-1643.2859030038128,-1643.28498634539,-1643.2841105996424,-1643.2832740036934,-1643.2824748595594,-1643.281711537455,-1643.2809824690978,-1643.2802861490613,-1643.2796211360933,-1643.2789860426906,-1643.27837954067,-1643.2778003572234,-1643.2772472716588,-1643.276719115114,-1643.2762147662681,-1643.2757331539078,-1643.275273254732,-1643.2748340856158,-1643.2744147080725,-1643.274014224416,-1643.2736317760923,-1643.273266544072,-1643.2729177436463,-1643.2725846269695,-1643.272266477117,-1643.2719626107983,-1643.2716723767903,-1643.2713951515227,-1643.2711303399728,-1643.2708773735822,-1643.2706357114769,-1643.2704048349683,-1643.2701842526235,-1643.2699734917069,-1643.2697721022573,-1643.2695796571052,-1643.2693957468073,-1643.2692199797914,-1643.2690519858338,-1643.2688914090368,-1643.268737910546,-1643.2685911679337,-1643.2684508733305,-1643.2683167311156,-1643.2681884636756,-1643.2680658015374,-1643.2679484917298,-1643.2678362899005,-1643.2677289653634,-1643.26762629726,-1643.2675280732615
n_input,"[4.3481638921978405, 5.047398671316414]","[4.549934528520756, 5.622849932347499]","[3.719570647503717, 6.754794181984365]","[-1.377669367957091, -0.9378250399151228]","[5.055724912288695, 6.094191518470948]","[3.651814577894287, 5.743264094022715]","[8.078880808455239, 6.119574911434577]","[0.6241198170521551, 0.6283455092642799]","[0.2088635950047554, -1.9596701238797756]","[-0.846793718068405, -1.5148472246858646]","[5.332314011979592, 4.251513463443446]","[-0.0771017094141042, 0.3411519748166439]","[4.63903383418092, 6.159329803364248]","[0.36139560550841393, 1.5380365664659692]","[0.06023020994102644, 2.463242112485286]","[0.25755039072276437, -0.07444591576616721]","[5.2704568257798385, 4.949761890550863]","[-0.1087601484568576, 0.40171172209894146]","[-0.9080240755212109, -1.4123037013352915]","[0.5049872789804571, 0.8657551941701215]","[-0.8084936028931876, -0.5017570435845365]","[5.371145873371309, 4.39601481328418]","[4.353427115757474, 3.9184519963856053]","[4.9650115095030385, 6.77080063563551]","[0.570890510693167, 1.135565640180599]","[0.25049285034587654, 0.3464482094969757]","[4.29565630945724, 3.5915387036364406]","[4.2262108008964265, 3.755345296688583]","[0.29612027706457605, 0.26105527217988933]","[4.962365297575151, 6.103301882016521]","[5.478979825746392, 5.333662105286948]","[5.413434903223701, 6.876795812558066]","[1.030999522495951, 0.9312801191161986]","[0.36163602504763415, -0.6451197546051243]","[4.300274492007414, 5.213979910734222]","[-0.44004448669698376, 0.13074057728609134]","[-1.0623037137261049, 0.4735924306351816]","[4.236740843457483, 3.195117899335481]","[0.21409374413020396, -1.245738778711988]","[5.013929291912946, 4.975874912889997]","[1.083051243175277, 1.053802052034903]","[-0.15178509503558332, 0.5883172064845765]","[4.424362173762226, 5.122009814645361]","[0.6256673477650062, -0.8571575564162826]","[5.593101257968383, 4.690453560686009]","[0.045571839903813784, -0.6516003476058171]","[1.477894044741516, -0.5182702182736474]","[4.050601111168057, 7.63238206483739]","[-0.48536354782910346, 0.08187413938632256]","[3.5214137542201582, 6.143754043206929]","[3.9189366724001027, 5.615935606944264]","[-0.01851313599238993, -0.2886586389201383]","[4.636387787786144, 4.9430543762789325]","[5.645375949585148, 6.368631557532349]","[-1.5506634310661327, 0.06856297480602733]","[3.4658858292643777, 6.277676821898509]","[4.9672467297840015, 4.456575228866235]","[4.8419921014210106, 4.57311893005258]","[5.198084760767855, 4.855639588076057]","[4.751035851520927, 5.971570950954355]","[4.4550809131910505, 5.399136114352071]","[0.33126343140356396, 0.9755451271223592]","[3.5924883052821786, 4.222183312409125]","[5.120295631711899, 5.514438834058749]","[-0.7832532923362371, -0.3220615162056756]","[6.628615545571292, 3.6198985417851084]","[4.124381746615243, 3.617200269035664]","[3.3724575621168373, 5.048084946661382]","[-1.1913034972026486, 0.6565536086338297]","[0.6862601903745135, -1.6127158711896517]","[3.710039100258946, 3.704921227936384]","[0.9633761292443218, 0.4127809269364983]","[0.24496657110872277, -0.5069431753711298]","[5.338496407494414, 4.584712086099199]","[0.8723206367206782, 0.18334200573835174]","[-1.4153707420504142, -0.42064532276535904]","[-0.2453881160028705, -0.7537361643574896]","[2.1221561970126332, 1.0324652605511468]","[-0.21967188783751193, 0.3571125715117464]","[-1.4480843414973241, -1.4074637743765552]","[5.307801768892059, 3.289831607343374]","[4.373032942212233, 6.8124485579969285]","[3.405572341205633, 4.400624977046228]","[4.47727697948096, 6.0490092258368895]","[6.037539944257899, 4.489983601145253]","[0.8995998754332507, 0.30729952087660933]","[-0.4710383056183228, 0.2320499373576363]","[5.326927373764162, 4.780899471191136]","[6.149273326285676, 4.296823574874113]","[-0.8289950109220723, -0.5601810401969696]","[3.695530499495147, 5.669672548830039]","[5.632781866106285, 7.270692857804396]","[6.246085192497629, 2.9266097675918505]","[2.1330333746562666, -1.9520877995225019]","[6.551151975522523, 5.1156746342928585]","[4.486133082663306, 3.9407864781110487]","[-0.8895144296255233, -0.8158102849654383]","[5.005243699718183, 5.046980593764742]","[5.835692112065142, 3.870293145342382]","[5.048521627944827, 4.169049883588962]","[5.337602662075202, 4.588123033877532]","[2.961875464822146, 3.9919136890825957]","[5.394452142378297, 4.5790155191797375]","[7.060747924881987, 6.755340842443204]","[4.992027358683383, 6.479944138890026]","[-0.7925207384327007, -0.11473644146689901]","[0.29307247329868125, -0.7143514180263678]","[0.47323762457354485, -0.07282891265687277]","[5.829405581183489, 2.788864690992115]","[5.654365656354058, 4.944415329089545]","[5.7109599682034915, 5.44426331148604]","[5.27996862631982, 3.8745109527016233]","[0.22409248181041677, 0.01259240078179486]","[5.289774856896413, 7.075400798645439]","[1.4412732890661155, -1.4358621511794394]","[-1.5193699659540134, -0.48423407286625136]","[0.9154021177020741, 0.32875110965968446]","[3.7778721911080546, 5.712998430172388]","[1.2669111491866227, -0.7076694656187807]","[4.555706739923888, 5.377300493044852]","[0.22745993460412942, 1.307142754282428]","[4.469742381627559, 4.207127167737656]","[5.559790447931039, 6.080780725554622]","[4.730593165555442, 5.717542255795962]","[-3.2412673400690726, -1.0243876413342898]","[5.833922154548904, 5.459180079228437]","[-1.7249178325130328, -0.5622875292409727]","[-0.16128571166600914, 0.4040508568145384]","[-0.2234627853258509, 0.714000494092092]","[-0.11453984525261789, 1.2378163119734618]","[4.731111309445169, 3.8934740912583297]","[0.7472936051232618, 0.6103702654334648]","[6.9647251329163895, 5.035263551971728]","[0.822544912103189, -1.2208436499710222]","[2.1898029332176723, -0.8082982853551515]","[-0.4606387709597875, 1.0571222262189157]","[5.8711247034316925, 4.6739764678321585]","[-0.9905363251306883, -0.5662977296027719]","[-0.8182206832334725, 2.0923872756854602]","[4.512393775927507, 4.5674418121803795]","[4.407606075761131, 4.136009230320184]","[0.4967141530112327, -0.13826430117118466]","[5.4296182191325855, 5.207687687163111]","[-0.46341769281246226, -0.46572975357025687]","[1.277664895788425, -0.5915713888358299]","[0.3577873603482833, 0.5607845263682344]","[6.882024496475034, 6.3454200461549775]","[0.7384665799954104, 0.1713682811899705]","[4.423228669431667, 5.755391225825756]","[-1.2608839543350452, 0.9178619470547761]","[5.170865438127942, 4.8160166636473205]","[-0.6769220003059587, 0.6116762888408679]","[5.380197851005963, 5.6105857452838235]","[0.82206015999449, 1.8967929826539474]","[0.44381942814622843, 0.7746340534293368]","[-1.1063349740060282, -1.1962066240806708]","[-0.7303666317171367, 0.21645858958197486]","[0.5219415656168976, 0.29698467323318606]","[0.8254163489880298, 0.8135096360006385]","[0.07580455819372633, -0.6771617115121117]","[-2.025142586657607, 0.18645431476942764]","[4.925566570899954, 5.620672097550678]","[3.2966175606448456, 4.944452301103381]","[5.1867667644770785, 4.2446170676466775]","[7.445751979616826, 5.129221181975227]","[5.621809962217196, 3.429775280109544]","[2.5283554998727107, 4.203104744529523]","[0.324083969394795, -0.38508228041631654]","[6.644967713501284, 4.750963960443622]","[4.88767195030917, 4.779030400466777]","[3.932379570617406, 4.857620514978707]","[2.3146585666735087, -1.867265192591748]","[1.6324113039316352, -1.4301413779606327]","[0.812525822394198, 1.356240028570823]","[0.19905969557347003, -0.6002168771587947]","[0.3227185603380895, -0.827230943552323]","[3.3935536797424275, 5.203463635867223]","[1.7654542402810969, 0.40498171096095553]","[1.1581108735000678, 0.7916626939629359]","[5.235614558108566, 5.770865193886967]","[-0.718444221252436, -0.21344715171184725]","[-1.1509935774223028, 0.37569801834567196]","[0.00511345664246089, -0.23458713337514692]","[5.071566237219392, 4.522342553234884]","[-1.3202332070206422, 1.8314587658543537]","[2.1439440893253257, 0.6339190223180112]","[5.614166700043425, 5.757507710047305]","[4.657312405919651, 4.628559134004209]","[0.8128621188389601, 0.6296288419236122]","[2.9325578999601234, 4.910879960487212]","[4.0350765394198955, 5.686051459998439]","[5.707751935455476, 4.437533224105732]","[4.540639100459756, 4.150155630535208]","[4.375181422304321, 5.026091050210834]","[6.848956094945345, 6.126565029547757]","[-0.898414671348358, 0.4919191715065057]","[-0.11564828238824053, -0.3011036955892888]","[5.517659020469123, 4.274256186846534]","[1.8657745111447566, 0.4738329209117875]","[1.1428228145150205, 0.7519330326867741]","[-0.2176812032272203, 1.09877685198719]","[4.769065469791322, 5.696206364813419]","[-1.236950710878082, -1.3204566130842763]","[4.4263379931197635, 4.453141058759607]","[4.446350694652818, 3.8021221074111518]","[0.8135172173696698, -1.2308643164339552]","[-1.006017381499702, -1.2141886127877322]","[-0.7728252145375718, -0.23681860674000887]","[0.27669079933001905, 0.8271832490360238]","[-2.123895724309807, -0.525755021680761]","[4.754256935914055, 4.72727643025233]","[4.475479733720226, 5.489374561227918]","[0.5150352672086598, 0.5137859509122088]","[-0.013497224737933921, -1.0577109289559004]","[-0.47193186578943347, 1.088950596967366]","[5.195845255097682, 4.021627222384968]","[0.09707754934804039, 0.9686449905328892]","[4.3493574308781735, 4.512874616235304]","[0.34175597577715944, 1.8761708392158862]","[4.892969640045442, 3.964757677580626]","[0.06752820468792384, -1.4247481862134568]","[5.384065448939308, 4.967305251905907]","[-0.6800247215784908, 0.23225369716100355]","[5.71161487808889, 3.8753579081621305]","[0.6476885381006925, 1.5230298564080254]","[4.272862824175132, 4.752481364448495]","[1.158595579007404, -0.8206823183517105]","[0.6819529712949639, -0.31026675659345604]","[6.665474444462577, 6.014370065018131]","[3.4433708264760963, 5.60600995134564]","[3.962753845673544, 4.8096613219163915]","[3.6014324261808586, 5.562969236690571]","[4.730125064706629, 4.021236284217693]","[-0.9815086510479509, 0.46210347426327075]","[6.5231240772696575, 5.538910043684659]","[-1.4785219903674274, -0.7198442083947086]","[-0.47917423784528995, -0.18565897666381712]","[-0.19236096478112252, 0.30154734233361247]","[6.167782061659807, 5.254420843301213]","[4.4694988523894725, 4.42418175935532]","[-0.2525681513931603, -1.2477831819648495]","[0.24196227156603412, -1.913280244657798]","[4.960444846143345, 5.681500697372624]","[-0.012246772846914623, -0.8972543714858315]","[0.5470973811700379, -0.20219265243389406]","[-0.8397218421807761, -0.5993926454440222]","[0.058208718445999896, -1.142970297830623]","[3.1292080789741443, 4.648486515958691]","[0.5193465142411723, 1.5327389130025777]","[3.8894241545341712, 6.7522704434236225]","[-0.5297602037670388, 0.5132674331133561]","[4.740408648636395, 3.496857046881894]","[-0.5443827245251827, 0.11092258970986608]","[-0.8254971967925115, -0.32138584165299344]","[-0.39210815313215763, -1.4635149481321186]","[4.76105195313359, 4.092436337958402]","[7.57335980324986, 5.059218434014488]","[-1.0708924980611123, 0.4824724152431853]","[0.9751197334177512, -0.14705738150213865]","[-0.5893647569442115, 0.8496020970210246]","[3.9189434595917376, 6.053152853332904]","[3.307535370285181, 6.529550319460614]","[3.4848089378014477, 6.3668742674445244]","[5.259722501721482, 4.095683374895591]","[6.0062928092144405, 4.423108130476852]","[-1.9187712152990415, -0.026513875449216878]","[0.024510174258942714, 0.49799829124544975]","[-0.7153037092599682, 0.6795977489346758]","[5.366598246096848, 4.060120213672644]","[6.201213922163944, 4.591924626978448]","[0.06428001909546277, -1.0777447779293061]","[-0.9746816702273214, 0.787084603742452]","[5.0865897874729, 4.84432276460792]","[-0.03582603910995154, 1.5646436558140062]","[-0.2646568332379561, 2.720169166589619]","[0.3109075655980046, 1.475356216949552]","[4.024126747022668, 6.05364179660784]","[-2.6197451040897444, 0.8219025043752238]","[-0.4749453111609562, -0.6533292325737119]","[5.018418379189551, 6.676437312275283]","[4.010395179741419, 4.874213079900352]","[0.3436182895684614, -1.763040155362734]","[0.0917607765355023, -1.9875689146008928]","[5.109394794604893, 5.725766623898692]","[5.493317900880889, 5.184836123694874]","[4.664215300709872, 6.669021525289393]","[0.9504238381860503, -0.5769036556624031]","[1.1631637521549596, 0.010233061019587049]","[6.029155637325644, 5.472597482413043]","[-1.2002964070557762, -0.3345012358409484]","[0.5150476863060479, 3.852731490654721]","[4.9339202013526835, 3.7889838002375433]","[5.271578837195373, 3.723251424179691]","[-0.9194242342338032, 1.5499344050175394]","[0.01300189187790702, 1.4535340771573169]","[-0.661786464768388, 0.852433334796224]","[4.388482197008051, 3.5933389031517775]","[3.1591257686683547, 3.7204230332642982]","[0.3241663524884421, -0.13014305436768459]","[2.918070592116278, 6.696456368290038]","[3.816741487334225, 2.9607678222398994]","[0.28099186773503265, -0.6226995198205938]","[2.349030191606988, 6.091506851922462]","[-0.01901620790268883, -1.0025293646378088]","[5.7216720640432355, 3.870948228782771]","[5.4082527557144715, 3.2974163957621596]","[-1.3281860488984305, 0.19686123586912352]","[-0.883857436201133, 0.1537251059455279]","[-1.0128311203344238, 0.3142473325952739]","[5.211017467202619, 4.903286888129608]","[6.058424486849588, 3.2412605135768855]","[-0.7020530938773524, -0.3276621465977682]","[1.8861859012105302, 0.17457781283183896]","[3.3305947188786282, 5.543360192379935]","[-0.4694743859349521, 0.5425600435859647]","[4.337376241054153, 5.570598668593159]","[5.500917187624381, 4.022444755201449]","[4.872082408519233, 4.0444595593995745]","[6.502357052096028, 5.074094780419776]","[6.5931866266393975, 4.488784323568815]","[4.745022782579145, 6.503992988582689]","[0.9540017634932023, 0.651391251305798]","[4.243649254715697, 3.5777462904023256]","[5.481009231736714, 5.223884024279132]","[0.5868570938002703, 2.1904556258099785]","[0.35701548596504734, -0.6929095952606542]","[-1.6074832345612275, 0.1846338585323042]","[-0.03471176970524331, -1.168678037619532]","[5.099332305429225, 5.751387123371789]","[-0.3427145165267695, -0.8022772692216189]","[-1.7131345290908775, 1.3538723741654128]","[5.632407739055521, 5.97255444962673]","[4.937320902726828, 5.955142320501238]","[4.287154217322835, 5.106430227691897]","[1.4027943109360992, -1.4018510627922809]","[1.465648768921554, -0.22577630048653566]","[5.256029734313875, 5.982690983945514]","[5.823170583961915, 5.073317967188403]","[5.830335816544245, 4.1439161740911326]","[1.179440120721287, -0.4691756521047048]","[0.7910319470430469, -0.9093874547947389]","[5.924027019206901, 4.8150978635570105]","[1.4511436077950417, 0.9592708260852069]","[0.06980208499001891, -0.3853135968617602]","[4.759674601841865, 4.625179192450402]","[3.2212797510957216, 6.496044311489183]","[0.25988279424842353, 0.7818228717773104]","[-0.759132661553698, 0.15039378647620763]","[-0.020901593964148132, 0.117327383308782]","[4.929834288541353, 3.3390390664840086]","[-0.20812225035727522, -0.4930009346588328]","[2.3031133570584283, 4.945705133482188]","[1.305478807154329, 0.02100384163275905]","[1.586016816145352, -1.237815498826849]","[-0.23415337472333597, -0.23413695694918055]","[0.8576596232020194, -0.1599385299634271]","[0.09965136508764122, -0.5034756541161992]","[5.9356783931474615, 6.2715550949941585]","[5.114227648662039, 5.150301761461877]","[5.638592458777374, 3.33847993773104]","[5.576556963055767, 5.311250154543536]","[4.460240319690638, 4.221695274597687]","[5.529804177915283, 6.4415686206579]","[0.09767609854883172, -0.7730097838554665]","[4.724948302848356, 2.698078835264415]","[6.687141635072565, 5.8816397569494505]","[3.9878956247398323, 3.3451433281342307]","[-0.8392175232226385, -0.3092123758512146]","[5.86960592010566, 6.3556378588049505]","[5.177701000933254, 3.6646556412898987]","[4.141642219818786, 5.700309879408992]","[-0.4465149520670211, 0.8563987943234723]","[5.57707212718054, 4.796954613957007]","[0.11351734525124804, 0.6621306745210467]","[4.139586634716047, 4.615444455770175]","[5.077368307647618, 4.138715798671736]","[5.926177547531641, 6.9094166404701305]","[-0.07201012158033385, 1.0035328978920242]","[0.41293145427562433, -0.5637245528039747]","[4.014273953664456, 5.504046515517844]","[4.209525544554688, 5.471468357135996]","[7.560084538268795, 4.90394010027535]","[5.0283183761304615, 5.0297561394957455]","[-0.6017066122293969, 1.8522781845089378]","[0.09699596499271819, 0.5951570254369136]","[6.179297184063826, 5.067518481410109]","[5.326133022242118, 3.748886423614697]","[1.5792128155073915, 0.7674347291529088]","[4.076766753889096, 3.6483153943836664]","[-0.600638689918805, -0.2916937497932768]","[0.08704706823817122, -0.29900735046586746]","[5.018433933065393, 5.347581705361671]","[0.6901439917111125, -0.40122047188583626]","[-0.8222203955664315, 0.2436872114919123]","[5.1818662550584955, 5.248220586300336]","[-0.926930471578083, -0.05952535606180008]","[0.173180925851182, 0.3853173797288368]","[5.756988616645351, 4.077834675822374]","[2.1531824575115563, -0.7673475628880495]","[-0.3152692446403456, 0.7589692204932674]"
ticks,1.9896790981292725,5.355717420578003,8.766557693481445,12.143218040466309,15.538102865219116,18.920061588287354,22.30800199508667,25.693944215774536,29.061938762664795,32.50481057167053,35.86012864112854,39.290937662124634,42.655925035476685,46.070793867111206,49.42186522483826,52.82473301887512,56.252567291259766,59.67142295837402,63.03214073181152,66.44501447677612,69.84093236923218,73.25542640686035,76.6054699420929,80.01040196418762,83.3795096874237,86.83172726631165,90.20442652702332,93.62531590461731,97.02620315551758,100.46698355674744,103.82703518867493,107.42437863349915,110.96790742874146,114.47688174247742,118.03837084770203,121.49216032028198,125.123455286026,129.07809805870056,132.68253588676453,136.2150526046753,139.75029516220093,143.3187177181244,146.73860907554626,150.25217628479004,153.75880026817322,157.68031239509583,161.3345444202423,165.12145805358887,168.6699447631836,172.49971342086792,176.10006737709045,179.7625024318695,183.29209756851196,186.8615517616272,190.41302728652954,194.01244282722473,197.98278713226318,201.52734518051147,205.00201606750488,208.36115026474,211.77007246017456,215.1280906200409,218.55888628959656,221.93086314201355,225.3347601890564,228.71672081947327,232.130601644516,235.50732278823853,238.9531331062317,242.33011317253113,245.72302651405334,249.0900580883026,252.53203535079956,255.9130163192749,259.3717544078827,262.8015730381012,266.22282433509827,269.61678099632263,273.0426597595215,276.3956527709961,279.8025794029236,283.18051195144653,286.6013984680176,290.0092804431915,293.437392950058,296.8135440349579,300.24340438842773,303.6235044002533,307.0363812446594,310.43732166290283,313.869446516037,317.23645520210266,320.6632776260376,324.02395582199097,327.4497961997986,330.8058183193207,334.21966099739075,337.6485254764557,341.07034182548523,344.457266330719,347.88312220573425,351.2640838623047,354.7354347705841,358.1236135959625,361.55141043663025,364.9273900985718,368.34723711013794,371.75233340263367,375.16818499565125,378.5232231616974,381.93708395957947,385.3180425167084,388.73237800598145,392.1179084777832,395.560124874115,398.9001929759979,402.30310797691345,405.6631462574005,409.08200311660767,412.4389889240265,415.8763942718506,419.2521827220917,422.6839985847473,426.03638792037964,429.4382565021515,432.80927181243896,436.2251396179199,439.6120824813843,443.03696060180664,446.790890455246,450.5871663093567,454.1536297798157,457.5675354003906,461.03821778297424,464.41422748565674,467.84502696990967,471.4782998561859,475.11358189582825,478.69500494003296,482.3771550655365,487.64606618881226,492.9429008960724,498.27564215660095,502.6579225063324,506.92652320861816,511.47733783721924,515.4187979698181,519.322368144989,523.073328256607,526.7994017601013,530.5842456817627,534.0913388729095,537.5022225379944,540.8612744808197,544.2581543922424,547.6700296401978,551.0779223442078,554.4598743915558,557.8460485935211,561.2479500770569,564.6259188652039,568.0470929145813,571.4190285205841,574.9725286960602,578.7644309997559,582.3321623802185,585.9814085960388,589.6476399898529,593.2659974098206,596.8842880725861,600.2792062759399,603.7090344429016,607.0870141983032,610.5297956466675,614.0364196300507,617.7953658103943,621.2800884246826,624.7218594551086,628.2095172405243,631.7641408443451,635.3705413341522,638.9061501026154,642.5992777347565,646.137850522995,649.7522430419922,653.2529010772705,656.8063607215881,660.1793768405914,663.6221690177917,667.0111138820648,670.4797961711884,673.8731083869934,677.3190026283264,680.7089419364929,684.1262962818146,687.5142118930817,690.9531917572021,694.3112146854401,697.7669742107391,701.1618940830231,704.5687854290009,707.9467520713806,711.3714752197266,714.7444798946381,718.1892640590668,721.5742123126984,724.9871234893799,728.3780212402344,731.834793806076,735.2048046588898,738.6342639923096,742.0381624698639,745.4680283069611,748.8491265773773,752.296906709671,755.6848492622375,759.1052393913269,762.5150837898254,765.9279592037201,769.295952796936,772.720828294754,776.0977642536163,779.5316145420074,782.9263119697571,786.3371977806091,789.7081768512726,793.1721675395966,796.5760657787323,800.0268452167511,803.4387300014496,806.8635673522949,810.2475090026855,813.6972799301147,817.0912206172943,820.5063033103943,823.9221692085266,827.3420298099518,830.7331502437592,834.1500370502472,837.5898051261902,841.0027287006378,844.4122138023376,847.8360917568207,851.2571339607239,854.6859648227692,858.0948569774628,861.4937601089478,864.8946664333344,868.3021857738495,871.7170565128326,875.1499536037445,878.6994280815125,882.1452190876007,885.5870113372803,888.9560005664825,892.3818380832672,895.9832446575165,899.4272286891937,902.8115167617798,906.251321554184,909.6392614841461,913.0890362262726,916.4680001735687,919.9237961769104,923.2924280166626,926.7053015232086,930.0792789459229,933.5230700969696,936.8861153125763,940.332019329071,943.7089891433716,947.1418426036835,950.5098855495453,953.9486639499664,957.3714988231659,960.8183174133301,964.1932735443115,967.6061661243439,971.0050785541534,974.4887251853943,977.88028216362,981.3011083602905,984.677102804184,988.1109185218811,991.5128202438354,995.4911823272705,999.0815906524658,1002.638072013855,1006.2484176158905,1009.8398132324219,1013.4890658855438,1017.0084609985352,1020.3864054679871,1023.8361713886261,1027.2061941623688,1030.6589589118958,1034.0359313488007,1037.462765455246,1040.8391826152802,1044.2710061073303,1047.6389994621277,1051.1147038936615,1054.495670080185,1057.9384982585907,1061.3180129528046,1064.76083445549,1068.126837015152,1071.544694185257,1074.9075293540955,1074.9075293540955
