pi,0.33375057924633494,0.33291911957749587,0.3333303011762111
means,"[9.95392906890564, 9.94433864017221]","[4.985849485867858, 4.994413733032186]","[0.033271816075957736, 0.05696460134123185]"
covariances,"[[0.9759695195119168, -0.022794719387979105], [-0.022794719388250277, 1.0332338337432254]]","[[1.0084835327190724, 0.029938955867574626], [0.02993895586932315, 0.996447664164261]]","[[0.9241176021671171, 0.0028460932488036635], [0.0028460932487132376, 1.0289834327050185]]"
log_likelihoods,-13868.756378187776,-13127.523301493244,-13028.739726598898,-12983.456198932887,-12959.83775978831,-12949.13330138792,-12945.302423119238,-12944.188308508745,-12943.901531884974,-12943.827446292751,-12943.803954561998,-12943.792813286504,-12943.785360013328,-12943.779558177528,-12943.774829262104,-12943.770928765003,-12943.767703011632,-12943.765034500477,-12943.762827600876,-12943.761003207292,-12943.759495637307,-12943.7582503267,-12943.757221978662,-12943.756373003593,-12943.755672233343,-12943.755093840837,-12943.754616442402,-12943.754222339958,-12943.753896900049,-12943.753628022741,-12943.753405718764,-12943.753221733165,-12943.753069258815,-12943.752942677767,-12943.752837354594,-12943.752749471805,-12943.752675879561,-12943.752613983677,-12943.752561640109,-12943.752517091976,-12943.752478877826,-12943.752445804424,-12943.7524168772,-12943.752391284215,-12943.752368348069,-12943.75234750827,-12943.752328300367,-12943.752310343163,-12943.752293311969,-12943.752276936719,-12943.752260996687,-12943.752245294714,-12943.752229673075,-12943.752213993012,-12943.752198132246,-12943.752181982683,-12943.752165453318,-12943.752148464077,-12943.752130932779,-12943.752112792174,-12943.75209397509,-12943.752074418167,-12943.752054061039,-12943.752032844339,-12943.752010710356,-12943.751987596614,-12943.751963449784,-12943.75193820309,-12943.751911797692,-12943.751884170128,-12943.751855255858,-12943.751824984312,-12943.75179328689,-12943.751760087896,-12943.751725312286,-12943.751688880497,-12943.751650708296,-12943.75161070546,-12943.751568785709,-12943.751524845266,-12943.751478789216,-12943.751430506796,-12943.751379892148,-12943.751326822394,-12943.751271178106,-12943.751212833284,-12943.751151647857,-12943.751087481107,-12943.751020185182,-12943.750949604237,-12943.75087557006,-12943.750797912966,-12943.750716450408,-12943.750630991959,-12943.750541336422,-12943.750447269404,-12943.750348576183,-12943.750245018098,-12943.750136353832,-12943.75002232474,-12943.749902658585,-12943.749777072084,-12943.749645269601,-12943.749506930819,-12943.749361726223,-12943.749209313759,-12943.74904931974,-12943.74888136493,-12943.748705040121,-12943.748519922388,-12943.748325563329,-12943.748121491813,-12943.747907210613,-12943.747682198913,-12943.747445906065,-12943.747197754532,-12943.746937134218,-12943.746663406448,-12943.746375893359,-12943.746073890337,-12943.745756643311,-12943.7454233621,-12943.745073219825,-12943.744705341798,-12943.74431880639,-12943.743912636577,-12943.74348581228,-12943.74303725335,-12943.742565820936,-12943.74207031443,-12943.74154946714,-12943.741001941838,-12943.740426330329,-12943.739821147996,-12943.73918481966,-12943.73851569109,-12943.73781201176,-12943.73707193367,-12943.736293503558,-12943.735474659017,-12943.734613217235,-12943.733706878118,-12943.732753201944,-12943.731749610066,-12943.73069337728,-12943.729581617557,-12943.728411275097,-12943.727179115718,-12943.725881714694,-12943.7245154366,-12943.723076439,-12943.72156063836,-12943.719963709795,-12943.718281061876,-12943.71650781556,-12943.714638800095,-12943.712668516153,-12943.71059111933,-12943.708400390628,-12943.706089725096,-12943.703652082604,-12943.701079972798,-12943.698365409791,-12943.695499884372,-12943.692474317397,-12943.689279022874,-12943.685903651605,-12943.68233714831,-12943.678567688137,-12943.674582620853,-12943.670368398169,-12943.665910499662,-12943.661193355656,-12943.656200252719,-12943.650913234778,-12943.645312992068,-12943.63937875723,-12943.633088141514,-12943.626417015574,-12943.619339325585,-12943.611826923257,-12943.603849351099,-12943.595373626737,-12943.586363982216,-12943.576781576772,-12943.566584176875,-12943.555725803853,-12943.544156319975,-12943.531820962846,-12943.518659840363,-12943.50460731743,-12943.489591359496,-12943.473532740376,-12943.456344174423,-12943.43792927997,-12943.41818141836,-12943.396982329235,-12943.37420054515,-12943.34968955581,-12943.323285645169,-12943.294805363623,-12943.264042538101,-12943.230764717408,-12943.194708953923,-12943.155576751546,-12943.113027973552,-12943.06667346967,-12943.016066120763,-12942.960689815674,-12942.899945903158,-12942.833136305308,-12942.759442399083,-12942.677898309923,-12942.587356888287,-12942.48644592557,-12942.373511210273,-12942.246541663328,-12942.10306965169,-12941.940036553871,-12941.75360876715,-12941.538921859556,-12941.289718631291,-12940.997827000427,-12940.652390700694,-12940.238708228642,-12939.736433035765,-12939.11669754622,-12938.337355831121,-12937.334795179508,-12936.009176515961,-12934.196351310466,-12931.610885443295,-12927.721205028749,-12921.449205283761,-12910.360630038265,-12888.16968362308,-12835.952909217689,-12692.050582197338,-12351.63218814585,-12078.399358128881,-11887.007681639207,-11794.430026423597,-11787.31622371577,-11787.205595605586,-11787.204314422523,-11787.204299766558,-11787.20429959841
