pi,0.4945040853231644,0.19042241414194636,0.3150735005348892
means,"[6.381340221417732, 6.4676963019675835]","[9.748233337712653, 9.694126225665416]","[-0.18142285963640148, -0.005685965572335603]"
covariances,"[[7.717408786069266, 6.576869486187794], [6.576869486187794, 7.169731234957341]]","[[0.5913065854019162, -0.4151987030894479], [-0.4151987030894479, 0.6833997534138688]]","[[0.7402285895759249, -0.0015630728357649848], [-0.0015630728357649848, 0.923623691685546]]"
log_likelihoods,-1312.3814029308141,-1290.2497939144287,-1282.5170561900313,-1279.242655361557,-1277.5599263837657,-1276.7979924315,-1276.5790944860034,-1276.574652744655,-1276.5667361263254,-1276.473505761429,-1276.3396753991128,-1276.2283333642174,-1276.1505885709835,-1276.0969393587075,-1276.0582190476373,-1276.0266984920536,-1275.9964859929903,-1275.9640196636115,-1275.9278135145285,-1275.8878238206878,-1275.8448317306902,-1275.7999933517867,-1275.7545628421553,-1275.7097454432796,-1275.6666342529402,-1275.6261955206876,-1275.5892792589536,-1275.5566410904312,-1275.5289671785881,-1275.5068975337526,-1275.4910447402694,-1275.482005787495,-1275.4803645440227,-1275.4866816276356,-1275.5014670523162,-1275.525129409396,-1275.557894809033,-1275.5996924363208,-1275.6500149323322,-1275.7077796918381,-1275.7712295611032,-1275.8379001487795,-1275.904641143553,-1275.9676320848803,-1276.0223126810465,-1276.0631798744982,-1276.083505649117,-1276.0751858736842,-1276.0289978303654,-1275.9352385853404,-1275.783958547196,-1275.5632282390307,-1275.253282952358,-1274.812401353562,-1274.1417260199999,-1272.9842115098504,-1270.6094992616981,-1265.2087035042541,-1257.730687537699,-1259.3640533537634,-1263.2947405935442,-1263.0380115855107,-1260.7629009219168,-1259.6597677202649,-1258.5812429338268,-1257.9575648423724,-1257.0054050951517,-1256.7228332828074,-1255.5252950982945,-1255.9850462691134,-1253.5939356487534,-1256.4293203678635,-1249.9597628177635,-1260.865926361949,-1248.9417825600904,-1261.2600928281024,-1250.3831802012212,-1255.4500809394904,-1246.6171190067425,-1247.0943849929954,-1240.2478270658762,-1242.7068368185282,-1239.2965519653405,-1242.0630519533925,-1239.517178880455,-1241.8024076841066,-1239.7007941975512,-1241.7185311297972,-1239.7328905843144,-1241.7274149061475,-1239.6792372023178,-1241.7566003437742,-1239.6409651985045,-1241.7728889461764,-1239.6299016198273,-1241.7771646929475,-1239.6298191753704,-1241.7768853108723,-1239.6316280834217,-1241.776000022413,-1239.6327054664666,-1241.77553382417,-1239.6330241002338,-1241.775415037021,-1239.6330245728032,-1241.775426193986,-1239.6329703651816,-1241.7754530739476,-1239.6329389598122,-1241.775466743152,-1239.632930105751,-1241.7754700479127,-1239.6329303869334,-1241.7754696124666,-1239.632932080125,-1241.7754687902411,-1239.6329330171407,-1241.7754683875023,-1239.6329332706728,-1241.775468295045,-1239.6329332569499,-1241.7754683106223,-1239.6329332054693,-1241.7754683355606,-1239.6329331779802,-1241.7754683473543,-1239.6329331708923,-1241.7754683499088,-1239.632933171512,-1241.7754683493622,-1239.6329331730929,-1241.775468348605,-1239.632933173905,-1241.7754683482597,-1239.6329331741044,-1241.7754683481892,-1239.6329331740806,-1241.7754683482078,-1239.6329331740324,-1241.7754683482308,-1239.6329331740085,-1241.7754683482408,-1239.632933174003,-1241.7754683482426,-1239.6329331740037,-1241.775468348242,-1239.6329331740053,-1241.7754683482412,-1239.632933174006,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.775468348241,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482412,-1239.632933174006,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740058,-1241.7754683482412,-1239.632933174006,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482412,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740064,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482412,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740058,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482412,-1239.632933174006,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.632933174006,-1241.7754683482412,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740064,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482412,-1239.6329331740058,-1241.775468348241,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.775468348241,-1239.6329331740062,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.632933174006,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.775468348241,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740064,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.7754683482408,-1239.6329331740062,-1241.775468348241
