pi,0.33313218770436165,0.33361918899957044,0.333248623295971
means,"[4.977497566914672, 4.969335919532878]","[9.997900486144578, 9.94145178075658]","[0.016021600994639257, 0.051020181194445624]"
covariances,"[[0.9728392517102662, 0.0066614902995433], [0.006661490300053529, 1.029483381085307]]","[[1.078757973892761, -0.04053853259656025], [-0.040538532597311876, 1.0507689708110275]]","[[0.9496041075761869, 0.010515642539118136], [0.010515642537826686, 0.994884045059474]]"
log_likelihoods,-18090.327756036564,-17128.079342442743,-17001.339248337837,-16944.498344954263,-16915.692839330513,-16902.875053514363,-16898.21324054726,-16896.744877663,-16896.277775632698,-16896.089918172784,-16895.98271591013,-16895.905553403063,-16895.84490657099,-16895.796129198734,-16895.75678424328,-16895.72511770798,-16895.699705614712,-16895.679360492475,-16895.663093335017,-16895.6500869367,-16895.639672038407,-16895.63130514376,-16895.6245482147,-16895.61905058087,-16895.61453316101,-16895.610774989364,-16895.6076018852,-16895.604877063182,-16895.60249344321,-16895.60036740353,-16895.598433778985,-16895.596641847573,-16895.594952161147,-16895.593334031586,-16895.591763574328,-16895.59022215762,-16895.588695217375,-16895.587171299776,-16895.585641363945,-16895.584098200463,-16895.58253600976,-16895.580950061532,-16895.579336440183,-16895.57769184066,-16895.57601342445,-16895.574298690626,-16895.572545391,-16895.570751461983,-16895.568914959524,-16895.56703403102,-16895.56510687336,-16895.56313171288,-16895.56110677802,-16895.559030295386,-16895.55690046671,-16895.554715461076,-16895.55247341336,-16895.550172414325,-16895.54781050185,-16895.54538565842,-16895.542895810657,-16895.540338818948,-16895.53771248516,-16895.53501454028,-16895.532242644906,-16895.529394386962,-16895.526467286712,-16895.52345877505,-16895.520366222503,-16895.517186901154,-16895.513918021446,-16895.51055669192,-16895.507099952232,-16895.50354474981,-16895.499887944134,-16895.49612630838,-16895.49225652763,-16895.488275197087,-16895.48417881952,-16895.479963806294,-16895.475626477346,-16895.471163063405,-16895.466569698467,-16895.461842427983,-16895.456977203245,-16895.451969884372,-16895.44681624207,-16895.441511958288,-16895.436052623154,-16895.43043374095,-16895.424650739715,-16895.41869895424,-16895.41257364247,-16895.40626999133,-16895.39978311005,-16895.393108041,-16895.386239757543,-16895.37917317648,-16895.371903159015,-16895.36442451569,-16895.35673201419,-16895.348820382413,-16895.340684321513,-16895.33231851026,-16895.32371760852,-16895.314876271506,-16895.30578915471,-16895.296450926555,-16895.286856274153,-16895.27699991303,-16895.266876597918,-16895.256481134606,-16895.2458083847,-16895.234853285172,-16895.223610844256,-16895.212076162094,-16895.20024443978,-16895.188110985273,-16895.175671213743,-16895.162920675328,-16895.14985504109,-16895.136470118814,-16895.12276185898,-16895.108726345556,-16895.094359811166,-16895.079658626546,-16895.06461929206,-16895.049238442745,-16895.03351282644,-16895.017439298266,-16895.001014792662,-16894.984236317876,-16894.967100904647,-16894.949605591806,-16894.931747384773,-16894.91352320145,-16894.89492982449,-16894.87596384753,-16894.856621591884,-16894.836899029826,-16894.81679170684,-16894.796294629254,-16894.775402144274,-16894.75410782885,-16894.73240432638,-16894.710283197554,-16894.687734733878,-16894.664747749324,-16894.641309365343,-16894.617404747776,-16894.593016818802,-16894.568125948987,-16894.542709582754,-16894.5167418466,-16894.490193082373,-16894.46302933626,-16894.435211773944,-16894.406696013597,-16894.377431364606,-16894.3473599621,-16894.31641577308,-16894.28452343705,-16894.251596946702,-16894.21753809465,-16894.182234676184,-16894.14555837864,-16894.10736228609,-16894.067477955716,-16894.025711915892,-16893.981841488796,-16893.935609806522,-16893.886719748447,-16893.834826628827,-16893.779529231324,-16893.72035882202,-16893.656765546766,-16893.588101503574,-16893.513599510636,-16893.43234625158,-16893.34324807058,-16893.24498694727,-16893.13596336374,-16893.01422131789,-16892.87734887659,-16892.72234458989,-16892.54543576338,-16892.341827593595,-16892.105351339935,-16891.827962269654,-16891.4990092201,-16891.104148829265,-16890.623692316138,-16890.030019099202,-16889.283404343827,-16888.325047327187,-16887.064942014244,-16885.359757230668,-16882.970204162593,-16879.473285355783,-16874.066821825978,-16865.090212450978,-16848.704794950976,-16814.734824544623,-16731.860303952755,-16500.899694622003,-16020.724552856256,-15686.492304707741,-15440.494984437022,-15393.894424796119,-15393.378150941002,-15393.375288627276,-15393.375269535903,-15393.37526940641
