pi,0.3326990076970571,0.3342276292963967,0.33307336300654633
means,"[4.7081628266726065, 4.748386976240673]","[9.557296605082634, 9.645700196202759]","[0.028633431753565003, 0.054386909740582905]"
covariances,"[[1.0635703112964783, 0.025859460854675168], [0.025859460854675168, 0.9576032583178216]]","[[1.3038619885747036, 0.10408352594716755], [0.10408352594716755, 1.1220056046779783]]","[[0.8609232743015298, 0.07907150578130993], [0.07907150578130993, 1.0705719829597664]]"
log_likelihoods,-20043.69292145034,-19771.40822815446,-19666.319790872818,-19617.97401352907,-19593.582629344448,-19582.539377957633,-19578.478822350273,-19577.483591162858,-19577.586668907054,-19577.960332259747,-19578.30666878803,-19578.54360088441,-19578.668854610383,-19578.705466966414,-19578.681010545683,-19578.620244348745,-19578.5429870252,-19578.463944076302,-19578.39320793649,-19578.336948675736,-19578.298129491508,-19578.27719999177,-19578.272758377392,-19578.28217988464,-19578.30220405858,-19578.329466615985,-19578.360956787095,-19578.394379797963,-19578.428407137442,-19578.46280429814,-19578.49843604638,-19578.537161603388,-19578.581644409205,-19578.635110887677,-19578.701097292545,-19578.783221520793,-19578.885007610785,-19579.009776453648,-19579.160600636915,-19579.340308299594,-19579.55151331216,-19579.79664786137,-19580.077977450648,-19580.39758507574,-19580.757318500837,-19581.158700513097,-19581.602806174273,-19582.090113615042,-19582.620336364133,-19583.192246004524,-19583.80349417677,-19584.4504422444,-19585.12800458236,-19585.829506493184,-19586.546549095136,-19587.26885978458,-19587.984085849734,-19588.677456053047,-19589.331180768957,-19589.923364265906,-19590.426016502362,-19590.80137223346,-19590.994904928146,-19590.92152743423,-19590.436725662956,-19589.271307080337,-19586.868233539986,-19581.91925596298,-19570.83757211085,-19542.100656189774,-19461.618530487172,-19349.664340139552,-19372.51016687287,-19387.364136733842,-19365.573295395137,-19333.58892910746,-19295.092533478375,-19252.7832652675,-19209.1089451823,-19165.091988158998,-19118.199485369983,-19060.719884644073,-18974.630546185905,-18813.523027593186,-18483.365910447792,-18138.456999861464,-18057.557602434412,-18058.05123012416,-18059.658293913686,-18060.034278975123,-18060.10990954721,-18060.124393225644,-18060.12708574378,-18060.127576264556,-18060.127664376625,-18060.127680046116,-18060.127682812505,-18060.12768329829,-18060.127683383256,-18060.127683398074,-18060.127683400653,-18060.1276834011,-18060.127683401173,-18060.12768340119,-18060.12768340119
