pi,0.33327189154435016,0.33355062085736964,0.3331774875982926
means,"[10.30727480188202, 10.292557426608022]","[5.125071200707339, 5.124639133977494]","[-0.0074160697673092465, 0.009703896567592851]"
covariances,"[[1.0384670413882298, 0.00496461336575065], [0.0049646133656974095, 0.9903235057170865]]","[[1.0493794005596262, -0.023049800307780186], [-0.023049800307811005, 0.9827056947995969]]","[[0.9593952574433176, 0.0079275798328904], [0.007927579832891031, 1.011130726453112]]"
log_likelihoods,-37322.923312110746,-36704.052270390515,-36509.30796170296,-36438.17324789122,-36416.40265430519,-36414.75838992293,-36417.235598728796,-36419.1047213339,-36420.044501012366,-36420.451315691455,-36420.609052320826,-36420.65863427301,-36420.66308529263,-36420.65001201064,-36420.631995741314,-36420.61547270275,-36420.60443556873,-36420.60193029312,-36420.61063955414,-36420.63309474696,-36420.671739025405,-36420.72893069697,-36420.80692190285,-36420.90782594888,-36421.03357839809,-36421.18589417996,-36421.36622192739,-36421.57569642754,-36421.815089873584,-36422.08476252847,-36422.3846134976,-36422.714032606236,-36423.07185507289,-36423.45632163922,-36423.865048135194,-36424.29500983267,-36424.7425471557,-36425.20339987547,-36425.67277651108,-36426.14546371028,-36426.61597686702,-36427.078748138134,-36427.52834191405,-36427.959681755,-36428.3682679132,-36428.7503623171,-36429.103119109786,-36429.42464380908,-36429.71397228216,-36429.97097066056,-36430.19616714489,-36430.39053468404,-36430.5552483646,-36430.691442543364,-36430.799990457395,-36430.88132412392,-36430.935305913066,-36430.961156323356,-36430.95743622613,-36430.92207669362,-36430.852445871664,-36430.74544013548,-36430.59758581886,-36430.40513776913,-36430.164161461296,-36429.87058600964,-36429.52021564175,-36429.10868653116,-36428.631353773555,-36428.083088765175,-36427.45795902511,-36426.74874852233,-36425.946253195434,-36425.038247060686,-36424.00794762255,-36422.831692440435,-36421.47532776317,-36419.88841354212,-36417.994570018374,-36415.674678923795,-36412.73611211429,-36408.85282249941,-36403.43979235056,-36395.36496252016,-36382.20874676205,-36358.06413648592,-36305.69217611598,-36162.830604465235,-35713.38991638819,-35135.29525400569,-35003.21657538545,-34940.04321966599,-34874.35465695182,-34783.5735341982,-34651.60972997769,-34451.76949551589,-34139.081348001106,-33709.578011696474,-33421.82800645017,-33374.218691852686,-33371.737400455924,-33371.637717366946,-33371.633396260295,-33371.63318987367,-33371.633179366065
