pi,0.333544212084004,0.33320825316772296,0.3332475347483965
means,"[9.993141325990088, 10.004090873719571]","[4.993005425469096, 4.952570059225266]","[0.0011235673051355648, 0.040270195631534646]"
covariances,"[[1.0731908991676238, -0.028033839592135238], [-0.02803383959200314, 1.0125515005705035]]","[[1.0063779821495853, -0.01443948551678899], [-0.014439485516592656, 1.015144335469132]]","[[0.9483315557944576, 0.015421913397268373], [0.015421913397190566, 1.0028667637495956]]"
log_likelihoods,-22282.23641620538,-21097.76596372346,-20942.758062880475,-20874.610105340762,-20840.003568154887,-20824.376888115337,-20818.628143718637,-20816.870999805164,-20816.394619799677,-20816.269620359144,-20816.23338222909,-20816.219272288537,-20816.211185144908,-20816.205217182534,-20816.200335894493,-20816.19619112734,-20816.192608096808,-20816.189468413664,-20816.186680177758,-20816.18416875462,-20816.181872674384,-20816.179741031134,-20816.177731520926,-20816.17580885756,-20816.173943481193,-20816.172110491054,-20816.17028877235,-20816.168460270645,-20816.166609401072,-20816.16472254735,-20816.162787665347,-20816.160793947958,-20816.158731539945,-20816.156591312025,-20816.154364670863,-20816.152043392274,-20816.14961948883,-20816.147085095665,-20816.144432369496,-20816.141653405324,-20816.13874015579,-20816.135684372937,-20816.132477537125,-20816.129110810143,-20816.125574974263,-20816.121860385723,-20816.11795692377,-20816.113853939954,-20816.109540207905,-20816.105003874312,-20816.10023239994,-20816.09521250928,-20816.089930127157,-20816.084370317618,-20816.078517214573,-20816.07235395444,-20816.065862587457,-20816.059024004215,-20816.051817834865,-20816.04422235237,-20816.03621436334,-20816.027769086002,-20816.018860020245,-20816.009458799854,-20815.999535038587,-20815.98905614927,-20815.977987155406,-20815.966290471988,-20815.953925670496,-20815.940849215505,-20815.9270141683,-20815.91236986214,-20815.89686153396,-20815.880429917175,-20815.863010775673,-20815.844534396187,-20815.82492499417,-20815.804100065372,-20815.781969629486,-20815.75843538651,-20815.73338975261,-20815.70671474947,-20815.67828074638,-20815.6479450062,-20815.615550007333,-20815.580921513083,-20815.543866314907,-20815.50416962499,-20815.46159200643,-20815.415865784507,-20815.366690808813,-20815.313729439862,-20815.256600581888,-20815.19487255915,-20815.128054541754,-20815.055586209673,-20814.976825180427,-20814.891031646184,-20814.797349486085,-20814.694782857463,-20814.582166998305,-20814.458131514555,-20814.32105382631,-20814.168999605783,-20813.99964584502,-20813.810180438588,-20813.597169628112,-20813.35638088297,-20813.082543099204,-20812.76901712187,-20812.40733588746,-20811.98655118499,-20811.49228757632,-20810.90534231176,-20810.199562764345,-20809.338539925844,-20808.2702963663,-20806.91844641683,-20805.16687632524,-20802.831909679422,-20799.608843542013,-20794.962229196957,-20787.88201019243,-20776.286263781334,-20755.374914183063,-20712.4184700146,-20608.050933040024,-20317.47955918942,-19730.58512746026,-19346.18856959306,-19019.68244271785,-18935.7188414019,-18934.495408371207,-18934.490277471563,-18934.490254102413,-18934.490253993565
