pi,0.3331382307255117,0.3336154825787718,0.3332462866956852
means,"[4.962340492459704, 4.9722342435073275]","[9.993190837708957, 9.975161136783864]","[0.021974357635622183, 0.04570209122065284]"
covariances,"[[0.9868184609596458, -0.0006710609280616486], [-0.0006710609283177438, 1.026852303648334]]","[[1.1209842683672315, -0.027091800982232857], [-0.027091800981986297, 1.0603142780625932]]","[[0.9338249601259482, 0.015515025254286077], [0.015515025254384737, 0.9906330145481649]]"
log_likelihoods,-19490.565464557334,-18455.88752387572,-18320.82276208868,-18260.674007519476,-18230.400478638578,-18217.01993462458,-18212.16305528379,-18210.632826893183,-18210.151806304562,-18209.966558480093,-18209.867183854414,-18209.79911065368,-18209.747377317675,-18209.706766477015,-18209.67460725136,-18209.64907235007,-18209.628753608933,-18209.61253083653,-18209.59950989284,-18209.588979998396,-18209.58037926528,-18209.573265890795,-18209.567294139426,-18209.562194571452,-18209.557757915903,-18209.553822093432,-18209.550261850254,-18209.546980538486,-18209.543903649912,-18209.540973763542,-18209.538146593706,-18209.535387939803,-18209.532671321736,-18209.52997615313,-18209.527286346092,-18209.524589232475,-18209.52187473922,-18209.519134758797,-18209.516362666756,-18209.513552951925,-18209.510700936436,-18209.50780255894,-18209.504854211526,-18209.501852614994,-18209.498794721494,-18209.495677638748,-18209.492498578664,-18209.489254810964,-18209.485943629625,-18209.48256232789,-18209.479108178457,-18209.47557841531,-18209.47197022194,-18209.468280727768,-18209.46450698559,-18209.46064598232,-18209.45669462056,-18209.452649719642,-18209.448508010806,-18209.444266131068,-18209.439920624223,-18209.435467934953,-18209.43090440677,-18209.426226278483,-18209.42142968397,-18209.41651064523,-18209.41146507657,-18209.40628877261,-18209.40097741659,-18209.395526566674,-18209.38993166364,-18209.384188017022,-18209.37829081349,-18209.372235103197,-18209.366015802272,-18209.35962768655,-18209.35306539123,-18209.346323401933,-18209.33939605185,-18209.332277515285,-18209.324961807477,-18209.31744277058,-18209.309714073133,-18209.30176919539,-18209.29360143529,-18209.285203881285,-18209.276569414327,-18209.267690695713,-18209.25856014927,-18209.24916995324,-18209.2395120219,-18209.22957799254,-18209.21935920066,-18209.208846666144,-18209.198031064738,-18209.186902706875,-18209.17545150562,-18209.163666945176,-18209.151538050763,-18209.13905334258,-18209.126200798266,-18209.112967800615,-18209.099341087407,-18209.08530668996,-18209.070849865708,-18209.055955028532,-18209.040605665392,-18209.02478424235,-18209.00847210736,-18208.9916493762,-18208.974294806572,-18208.95638565812,-18208.937897536354,-18208.91880421685,-18208.89907745178,-18208.87868674821,-18208.85759912546,-18208.835778838897,-18208.81318706775,-18208.7897815682,-18208.765516276704,-18208.740340864846,-18208.714200234546,-18208.687033940623,-18208.65877553822,-18208.62935183542,-18208.59868203418,-18208.56667675304,-18208.5332368928,-18208.498252325888,-18208.46160038794,-18208.423144108143,-18208.382730157362,-18208.3401864352,-18208.295319231493,-18208.247909878104,-18208.197710768087,-18208.14444061867,-18208.087778784036,-18208.027358414995,-18207.962758173137,-18207.893492140007,-18207.818997447004,-18207.73861902711,-18207.651590673355,-18207.55701134517,-18207.45381529515,-18207.34073409169,-18207.216247899763,-18207.07852238247,-18206.92532612083,-18206.753921327076,-18206.560917430346,-18206.34207234278,-18206.092018741136,-18205.80388110175,-18205.468730466706,-18205.07479308294,-18204.606277008977,-18204.04159017437,-18203.35056063039,-18202.489966418878,-18201.396093660805,-18199.97184349991,-18198.06333790269,-18195.415106797347,-18191.578551171697,-18185.71000484352,-18176.08180446042,-18158.757672844164,-18123.501714414153,-18039.483561541932,-17808.660669217883,-17293.05303663826,-16889.689984352233,-16638.83543757032,-16605.032892644125,-16604.790307220886,-16604.78905259273,-16604.78904519956
