pi,0.1866384530469414,0.23283874903732074,0.19970643141248015,0.1857431918675739,0.19507317463568352
means,"[20.03491702943839, 20.022274941900427]","[12.142503411275637, 11.78922443533974]","[0.014019444735944249, 0.04927474765552551]","[4.926376838669694, 4.923741502237109]","[12.868726730462791, 13.27283108906159]"
covariances,"[[0.9256297829738138, -0.06556019574167468], [-0.06556019574167468, 0.8865798441057822]]","[[9.533105570858275, 8.940334477644722], [8.940334477644722, 10.248863347967168]]","[[0.9459796454883498, 0.007841568157980788], [0.007841568157980788, 0.9917032631736072]]","[[0.9078241314103257, -0.06525625177923229], [-0.06525625177923229, 0.9364432793998798]]","[[10.248255045858182, 8.606567667679423], [8.606567667679423, 8.977633593821647]]"
log_likelihoods,-34428.05821205516,-32525.140460889503,-32353.0316155968,-32291.76523021064,-32247.041677773617,-32185.809516685753,-32064.211571027547,-31798.281170454316,-31525.142155657104,-31436.802612640036,-31408.072667291817,-31396.61479430596,-31391.776209770043,-31389.761223448244,-31388.917495964022,-31388.534459049748,-31388.327183752637,-31388.187554602882,-31388.075637890805,-31387.976539627794,-31387.88431220933,-31387.796175522875,-31387.710485473326,-31387.626024911322,-31387.54175293992,-31387.456711272025,-31387.369983915345,-31387.280674741116,-31387.187890815538,-31387.090727251925,-31386.988251953946,-31386.879489446175,-31386.763403200952,-31386.638875864744,-31386.5046866856,-31386.35948527848,-31386.201760636177,-31386.029803982972,-31385.84166364695,-31385.635089552095,-31385.407464141455,-31385.15571544628,-31384.87620647896,-31384.564592949053,-31384.215638176287,-31383.822969533976,-31383.378754066674,-31382.873260925684,-31382.29426307621,-31381.62620726139,-31380.84904428319,-31379.93655241184,-31378.85388967531,-31377.55394826281,-31375.97180598796,-31374.01608267452,-31371.555140273496,-31368.39449642982,-31364.239004327268,-31358.628541617825,-31350.829168198437,-31339.65949157482,-31323.273025549133,-31299.153799342075,-31265.306424724873,-31223.845339511034,-31182.524451705052,-31146.499055234643,-31113.479860039944,-31076.900427143293,-31022.726642424343,-30911.818360525795,-30653.71722146321,-30384.389361829024,-30361.035411277106,-30359.48594288702,-30359.13150545069,-30358.98763615798,-30358.901855968732,-30358.838159174833,-30358.78558820366,-30358.739902038382,-30358.699138029733,-30358.662272117715,-30358.62871355463,-30358.598083592064,-30358.570110975037,-30358.54458086098,-30358.521309410942,-30358.500131029155,-30358.48089194666,-30358.463447040387,-30358.447658326848,-30358.43339432762,-30358.420529881507,-30358.408946170333,-30358.39853082716,-30358.389178051664,-30358.380788690807,-30358.37327026263,-30358.366536914633,-30358.360509315775,-30358.35511448712,-30358.350285578803,-30358.34596160293,-30358.342087132325,-30358.338611975127,-30358.3354908342,-30358.332682959553,-30358.330151800787,-30358.327864665276,-30358.325792386764,-30358.323909007828,-30358.322191478943,-30358.320619375616,-30358.319174634835,-30358.317841311145,-30358.316605352302,-30358.315454394058,-30358.31437757348,-30358.313365359776,-30358.312409401697,-30358.31150239037,-30358.310637936353,-30358.309810459923,-30358.30901509325,-30358.308247593563,-30358.307504266115,-30358.306781896084,-30358.306077688474,-30358.305389215056,-30358.304714367823,-30358.304051318,-30358.30339848008,-30358.302754480406,-30358.30211812962,-30358.301488398538,-30358.30086439716,-30358.300245356342,-30358.299630611746,-30358.29901958999,-30358.29841179647,-30358.29780680484,-30358.29720424786,-30358.296603809453,-30358.29600521773,-30358.295408239093,-30358.294812672942,-30358.294218347266,-30358.29362511464,-30358.29303284893,-30358.292441442303,-30358.29185080273,-30358.291260851787,-30358.290671522744,-30358.290082758926,-30358.289494512304,-30358.288906742302,-30358.288319414656,-30358.28773250057,-30358.28714597589,-30358.28655982044,-30358.285974017417,-30358.28538855289,-30358.284803415354,-30358.28421859536,-30358.283634085165,-30358.283049878493,-30358.282465970216,-30358.28188235622,-30358.28129903319,-30358.280715998437,-30358.280133249777,-30358.279550785428,-30358.27896860389,-30358.278386703845,-30358.277805084108,-30358.27722374357,-30358.276642681114,-30358.276061895533,-30358.27548138559,-30358.27490114988,-30358.27432118688,-30358.27374149483,-30358.27316207181,-30358.27258291564,-30358.272004023893,-30358.271425393898,-30358.270847022704,-30358.270268907057,-30358.269691043428,-30358.26911342797,-30358.268536056527,-30358.26795892464,-30358.267382027483,-30358.266805359963,-30358.26622891659,-30358.265652691585,-30358.26507667883,-30358.264500871825,-30358.26392526376,-30358.26334984748,-30358.262774615458,-30358.262199559853,-30358.261624672443,-30358.261049944675,-30358.26047536763,-30358.259900932062,-30358.259326628337,-30358.258752446487,-30358.258178376214,-30358.257604406812,-30358.257030527275,-30358.256456726198,-30358.25588299185,-30358.25530931214,-30358.254735674607,-30358.254162066456,-30358.253588474505,-30358.253014885264,-30358.252441284843,-30358.251867659008,-30358.251293993177,-30358.2507202724,-30358.250146481383,-30358.249572604444,-30358.248998625575,-30358.248424528392,-30358.247850296153,-30358.24727591175,-30358.24670135774,-30358.24612661628,-30358.245551669177,-30358.244976497903,-30358.24440108351,-30358.24382540673,-30358.243249447904,-30358.24267318702,-30358.24209660368,-30358.241519677125,-30358.240942386215,-30358.240364709454,-30358.239786624945,-30358.23920811042,-30358.23862914324,-30358.238049700376,-30358.23746975842,-30358.236889293577,-30358.236308281656,-30358.235726698076,-30358.235144517872,-30358.23456171567,-30358.233978265696,-30358.2333941418,-30358.232809317386,-30358.232223765473,-30358.23163745866,-30358.231050369133,-30358.230462468662,-30358.2298737286,-30358.229284119836,-30358.22869361286,-30358.228102177738,-30358.22750978406,-30358.226916400992,-30358.226321997245,-30358.225726541077,-30358.225130000275,-30358.224532342185,-30358.223933533656,-30358.22333354107,-30358.22273233034,-30358.222129866877,-30358.221526115587,-30358.22092104089,-30358.22031460669,-30358.219706776392,-30358.21909751286,-30358.218486778424,-30358.21787453489,-30358.217260743524,-30358.21664536502,-30358.216028359522,-30358.215409686607,-30358.21478930526,-30358.21416717389,-30358.2135432503,-30358.21291749169,-30358.212289854644,-30358.211660295103,-30358.21102876839,-30358.210395229176,-30358.209759631456,-30358.20912192858,-30358.208482073172,-30358.207840017207,-30358.207195711926,-30358.206549107847,-30358.205900154768,-30358.205248801714,-30358.204594996987,-30358.20393868807,-30358.203279821697,-30358.202618343756,-30358.201954199332,-30358.20128733268,-30358.20061768717,-30358.199945205342,-30358.199269828823,-30358.19859149833,-30358.197910153656,-30358.197225733667,-30358.196538176246,-30358.195847418305,-30358.195153395733,-30358.19445604343,-30358.193755295208,-30358.193051083825,-30358.192343340976,-30358.19163199718,-30358.190916981872,-30358.190198223318,-30358.189475648534,-30358.188749183406,-30358.188018752506,-30358.187284279174,-30358.186545685443,-30358.185802891996,-30358.185055818205,-30358.184304382004,-30358.183548499917,-30358.182788087026,-30358.18202305693,-30358.181253321676,-30358.18047879178,-30358.179699376153,-30358.178914982072,-30358.178125515136,-30358.17733087927,-30358.176530976587,-30358.175725707442,-30358.17491497036,-30358.174098661962,-30358.17327667695,-30358.172448908037,-30358.171615245927,-30358.170775579256,-30358.169929794516,-30358.16907777602,-30358.168219405856,-30358.167354563804,-30358.166483127327,-30358.165604971444,-30358.16471996872,-30358.16382798919,-30358.16292890029,-30358.162022566765,-30358.161108850654,-30358.160187611167,-30358.159258704636,-30358.158321984443,-30358.157377300922,-30358.156424501292,-30358.155463429575,-30358.1544939265,-30358.153515829414,-30358.15252897219,-30358.151533185155,-30358.150528294973,-30358.149514124525,-30358.148490492837,-30358.147457214953,-30358.146414101833,-30358.145360960247,-30358.144297592626,-30358.14322379697,-30358.142139366704,-30358.14104409054,-30358.139937752378,-30358.13882013112,-30358.137691000535,-30358.13655012917,-30358.135397280093,-30358.134232210803,-30358.133054673035,-30358.131864412615,-30358.13066116926,-30358.129444676375,-30358.128214660923,-30358.12697084315,-30358.125712936457,-30358.124440647127,-30358.12315367413,-30358.121851708896,-30358.12053443508,-30358.119201528312,-30358.11785265593,-30358.116487476753,-30358.115105640743,-30358.113706788812,-30358.11229055243,-30358.110856553398,-30358.109404403476,-30358.107933704076,-30358.106444045916,-30358.104935008658,-30358.10340616056,-30358.101857058038,-30358.100287245332,-30358.098696254026,-30358.097083602657,-30358.095448796237,-30358.09379132581,-30358.09211066793,-30358.09040628416,-30358.088677620566,-30358.08692410713,-30358.08514515718,-30358.083340166795,-30358.081508514188,-30358.07964955901,-30358.077762641715,-30358.07584708281,-30358.07390218213,-30358.071927218047,-30358.06992144665,-30358.067884100925,-30358.065814389844,-30358.063711497416,-30358.061574581763,-30358.05940277406,-30358.05719517748,-30358.054950866084,-30358.05266888367,-30358.050348242497,-30358.04798792205,-30358.04558686768,-30358.043143989173,-30358.040658159283,-30358.038128212203,-30358.03555294186,-30358.03293110028,-30358.030261395703,-30358.02754249077,-30358.024773000467,-30358.02195149003,-30358.019076472756,-30358.016146407674,-30358.013159697057,-30358.010114683893,-30358.007009649104,-30358.003842808692,-30358.00061231069,-30357.997316231984,-30357.993952574885,-30357.990519263556,-30357.98701414024,-30357.98343496122,-30357.97977939261,-30357.976045005817,-30357.972229272782,-30357.968329560943,-30357.964343127875,-30357.960267115548,-30357.95609854432,-30357.95183430648,-30357.94747115944,-30357.943005718407,-30357.938434448657,-30357.93375365727,-30357.928959484347,-30357.92404789353,-30357.919014662068,-30357.913855369996,-30357.908565388756,-30357.903139868846,-30357.897573726736,-30357.891861630742,-30357.88599798595,-30357.879976917997,-30357.873792255665,-30357.867437512105,-30357.86090586474,-30357.854190133578,-30357.847282757735,-30357.84017577028,-30357.83286077093,-30357.825328896586,-30357.817570789455,-30357.80957656251,-30357.801335762037,-30357.792837326986,-30357.78406954478,-30357.775020003297,-30357.765675538518,-30357.756022177455,-30357.746045075895,-30357.735728450236,-30357.72505550308,-30357.71400834145
