pi,0.18671684890352797,0.23238837609755775,0.199765934916246,0.187390068785159,0.19373877129750913
means,"[20.050547720216933, 20.102501779184234]","[12.293996987217369, 12.408913524447208]","[0.011706574962652424, 0.037050144017686]","[4.927713557300644, 4.902144766934249]","[12.7761991702916, 12.625967632457426]"
covariances,"[[0.9472794591788921, -0.0626226948339401], [-0.0626226948339401, 0.896578854819719]]","[[9.280541554162587, 8.869826424113622], [8.869826424113622, 10.786190126469078]]","[[0.95258079897898, 0.0067419606034553655], [0.0067419606034553655, 1.0195183312229323]]","[[0.9741835997409484, -0.08448994771731971], [-0.08448994771731971, 0.9465716539791801]]","[[10.529695149422976, 8.71712009603484], [8.71712009603484, 8.552252709371292]]"
log_likelihoods,-48770.222170003966,-46082.868289504935,-45840.74253392014,-45754.77317506342,-45691.48029609733,-45603.93989971956,-45430.09533784049,-45055.48068209091,-44675.2559657042,-44551.20014137269,-44508.47884806433,-44490.72272528858,-44483.341129119006,-44480.464967138665,-44479.408718277846,-44479.03051267181,-44478.89042608365,-44478.83078115458,-44478.79753060249,-44478.77258234643,-44478.749917150715,-44478.727500754,-44478.70460728122,-44478.68094399418,-44478.65636633471,-44478.630784892404,-44478.60413462795,-44478.576364354034,-44478.547432879874,-44478.51730739527,-44478.48596262973,-44478.4533802775,-44478.419548492115,-44478.38446135905,-44478.348118292226,-44478.31052331802,-44478.271684219086,-44478.2316115186,-44478.19031729205,-44478.147813799726,-44478.10411193818,-44478.059219514194,-44478.013139346935,-44477.96586720648,-44477.917389596434,-44477.86768138647,-44477.81670329638,-44477.76439922667,-44477.71069342243,-44477.655487445736,-44477.59865691858,-44477.54004798276,-44477.4794734039,-44477.41670822592,-44477.35148485664,-44477.28348743572,-44477.212345301006,-44477.13762532674,-44477.05882285486,-44476.97535087585,-44476.88652703347,-44476.79155792341,-44476.689520020256,-44476.57933639219,-44476.45974813029,-44476.32927911301,-44476.18619231544,-44476.02843531854,-44475.85357191765,-44475.658695690734,-44475.44031994232,-44475.19423640813,-44474.91533221917,-44474.597350465665,-44474.232573632675,-44473.811400191524,-44473.321771114555,-44472.74838241064,-44472.071587605824,-44471.265843054025,-44470.29746634005,-44469.12134139186,-44467.67597281158,-44465.8758920007,-44463.59970983199,-44460.67083244961,-44456.82551696391,-44451.65866834341,-44444.530275458106,-44434.404129126204,-44419.58355588433,-44397.35941875429,-44363.91022727291,-44315.83584913323,-44255.19858621278,-44192.13795673712,-44133.49588488175,-44074.68143140556,-44000.82833037101,-43872.43600874379,-43581.80303155621,-43127.71844193677,-43028.211459182254,-43023.429675040104,-43022.61820740279,-43022.34631939173,-43022.19825424648,-43022.08642979223,-43021.98609552389,-43021.88818566209,-43021.78868514222,-43021.6855917832,-43021.57784704696,-43021.46491451154,-43021.34660896928,-43021.223027969194,-43021.09452281118,-43020.9616802998,-43020.82530182162,-43020.68637380832,-43020.54602788155,-43020.405491733836,-43020.266033704145,-43020.12890519653,-43019.995285556695,-43019.86623377183,-43019.74265049197,-43019.62525257983,-43019.514560925265,-43019.41090086548,-43019.31441342926,-43019.22507489343,-43019.14272183176,-43019.0670789037,-43018.99778697804,-43018.93442970296,-43018.87655720889,-43018.82370618348,-43018.77541602777,-43018.731241166744,-43018.69075983651,-43018.6535798175,-43018.61934164699,-43018.587719844596,-43018.5584226465,-43018.53119067987,-43018.505794937206,-43018.48203433688,-43018.459733088705,-43018.438738024844,-43018.41891600735,-43018.40015148506,-43018.38234424292,-43018.36540736424,-43018.349265411314,-43018.33385281887,-43018.319112488054,-43018.304994565086,-43018.29145538635,-43018.27845657206,-43018.26596425021,-43018.25394839457,-43018.24238226114,-43018.231241909496,-43018.22050579685,-43018.21015443425,-43018.20017009543,-43018.19053657063,-43018.181238958445,-43018.172263489614,-43018.16359737827,-43018.15522869592,-43018.14714626489,-43018.13933956809,-43018.131798672606,-43018.124514164774,-43018.11747709523,-43018.11067893207,-43018.10411152109,-43018.097767051724,-43018.09163802812,-43018.085717244205,-43018.079997762325,-43018.0744728949,-43018.0691361884,-43018.06398140958,-43018.059002533315,-43018.054193732074,-43018.04954936648,-43018.04506397706,-43018.04073227674,-43018.03654914417,-43018.03250961763,-43018.02860888949,-43018.02484230103,-43018.02120533775,-43018.01769362489,-43018.01430292332,-43018.01102912551,-43018.00786825184,-43018.004816446984,-43018.00186997649,-43017.99902522342,-43017.99627868518,-43017.99362697042,-43017.99106679595,-43017.98859498383,-43017.986208458504,-43017.98390424396,-43017.98167946105,-43017.97953132469,-43017.977457141365,-43017.975454306434,-43017.97352030168,-43017.97165269284,-43017.969849127105,-43017.96810733087,-43017.96642510732,-43017.9648003342,-43017.96323096157,-43017.96171500963,-43017.960250566626,-43017.95883578672,-43017.95746888801,-43017.95614815049,-43017.95487191416,-43017.95363857709,-43017.95244659361,-43017.95129447251,-43017.95018077524,-43017.94910411424,-43017.9480631513,-43017.94705659586,-43017.946083203526,-43017.94514177444,-43017.944231151894,-43017.943350220754,-43017.94249790618,-43017.941673172165,-43017.94087502025,-43017.94010248821,-43017.93935464884,-43017.938630608696,-43017.937929506945,-43017.9372505142,-43017.936592831466,-43017.935955689005,-43017.93533834533,-43017.93474008623,-43017.93416022372,-43017.93359809518,-43017.9330530624,-43017.93252451072,-43017.932011848134,-43017.931514504555,-43017.93103193096,-43017.93056359857,-43017.93010899825,-43017.929667639655,-43017.9292390506,-43017.92882277639,-43017.928418379175,-43017.9280254373,-43017.92764354474,-43017.92727231051,-43017.926911358074,-43017.92656032485,-43017.926218861656,-43017.92588663225,-43017.92556331282,-43017.92524859148,-43017.924942167876,-43017.924643752776,-43017.92435306756,-43017.92406984391,-43017.92379382337,-43017.92352475699,-43017.92326240496,-43017.923006536286,-43017.922756928456,-43017.92251336707,-43017.9222756456,-43017.922043565035,-43017.921816933645,-43017.921595566695,-43017.92137928614,-43017.921167920416,-43017.92096130418,-43017.92075927809,-43017.9205616885,-43017.92036838741,-43017.92017923207,-43017.91999408488,-43017.91981281321,-43017.919635289145,-43017.91946138935,-43017.91929099489,-43017.91912399107,-43017.918960267285,-43017.91879971681,-43017.918642236706,-43017.918487727715,-43017.918336094015,-43017.918187243165,-43017.91804108601,-43017.91789753643,-43017.917756511364,-43017.91761793065,-43017.91748171688,-43017.917347795345,-43017.91721609388,-43017.91708654287,-43017.916959075024,-43017.91683362541,-43017.91671013128,-43017.91658853205,-43017.91646876917,-43017.91635078611,-43017.916234528195,-43017.916119942674,-43017.91600697851,-43017.915895586375,-43017.91578571863,-43017.9156773292,-43017.91557037353,-43017.915464808575,-43017.91536059268,-43017.9152576856,-43017.91515604837,-43017.91505564334,-43017.91495643405,-43017.914858385295,-43017.91476146293,-43017.91466563399,-43017.91457086652,-43017.91447712963,-43017.9143843934,-43017.91429262889,-43017.914201808075,-43017.91411190381,-43017.91402288982,-43017.913934740674,-43017.91384743172,-43017.91376093912,-43017.91367523974,-43017.913590311175,-43017.91350613177,-43017.91342268049,-43017.91333993698,-43017.91325788149,-43017.91317649492,-43017.913095758704,-43017.91301565489,-43017.912936166074,-43017.912857275354,-43017.91277896636,-43017.91270122323,-43017.91262403055,-43017.912547373424,-43017.91247123733,-43017.912395608255,-43017.91232047256,-43017.912245817046,-43017.91217162889,-43017.91209789563,-43017.9120246052,-43017.911951745904,-43017.91187930636,-43017.91180727554,-43017.91173564272,-43017.911664397514,-43017.91159352985,-43017.91152302989,-43017.91145288815,-43017.91138309537,-43017.91131364262,-43017.91124452115,-43017.91117572253,-43017.91110723852,-43017.91103906116,-43017.91097118269,-43017.91090359559,-43017.910836292525,-43017.91076926641,-43017.910702510344,-43017.910636017594,-43017.91056978168,-43017.91050379621,-43017.910438055085,-43017.910372552295,-43017.910307282036,-43017.91024223865,-43017.91017741664,-43017.910112810685,-43017.910048415564,-43017.90998422626,-43017.909920237835,-43017.90985644556,-43017.909792844766,-43017.909729430954,-43017.90966619974,-43017.90960314686,-43017.90954026816,-43017.90947755962,-43017.9094150173,-43017.9093526374,-43017.909290416195,-43017.90922835011,-43017.90916643559,-43017.90910466924,-43017.909043047744,-43017.90898156786,-43017.90892022645,-43017.90885902046,-43017.9087979469,-43017.90873700288,-43017.90867618559,-43017.908615492284,-43017.90855492029,-43017.90849446701,-43017.90843412993,-43017.90837390658,-43017.90831379457,-43017.908253791575,-43017.90819389533,-43017.90813410362,-43017.908074414314,-43017.908014825305,-43017.90795533457,-43017.90789594013,-43017.90783664005,-43017.907777432454,-43017.907718315524,-43017.907659287484,-43017.90760034659,-43017.907541491164,-43017.90748271958,-43017.907424030214,-43017.90736542153,-43017.907306892004,-43017.907248440184,-43017.90719006461,-43017.90713176389,-43017.90707353666,-43017.90701538161,-43017.90695729744,-43017.9068992829,-43017.90684133676,-43017.906783457816,-43017.906725644934,-43017.90666789698,-43017.90661021284,-43017.90655259145,-43017.90649503176,-43017.90643753277,-43017.906380093475,-43017.906322712915,-43017.90626539015,-43017.906208124274,-43017.90615091439,-43017.90609375962,-43017.906036659144,-43017.905979612115,-43017.90592261774,-43017.905865675246,-43017.90580878388,-43017.905751942875,-43017.90569515152,-43017.9056384091,-43017.90558171496,-43017.90552506842,-43017.90546846882,-43017.905411915526,-43017.905355407944,-43017.90529894546,-43017.90524252748,-43017.90518615343,-43017.905129822786,-43017.90507353499,-43017.90501728951,-43017.904961085806,-43017.90490492344,-43017.904848801874,-43017.904792720656,-43017.90473667931,-43017.9046806774,-43017.90462471447,-43017.90456879011,-43017.90451290389,-43017.90445705541,-43017.904401244276,-43017.904345470095,-43017.90428973248,-43017.904234031106,-43017.904178365585,-43017.90412273556,-43017.90406714072,-43017.90401158072,-43017.903956055234,-43017.90390056397
