pi,0.18663845304694052,0.23283874903726978,0.1997064314124803,0.18574319186757549,0.19507317463573395
means,"[20.0349170294384, 20.022274941900406]","[12.142503411277449, 11.78922443534187]","[0.014019444735945085, 0.04927474765552492]","[4.926376838669713, 4.923741502237098]","[12.868726730460498, 13.272831089058792]"
covariances,"[[0.925629782973797, -0.06556019574167467], [-0.06556019574167467, 0.88657984410578]]","[[9.533105570858206, 8.940334477646319], [8.940334477646319, 10.248863347970529]]","[[0.9459796454883511, 0.007841568157981798], [0.007841568157981798, 0.9917032631736045]]","[[0.907824131410328, -0.06525625177921522], [-0.06525625177921522, 0.9364432793998715]]","[[10.24825504586109, 8.606567667682668], [8.606567667682668, 8.977633593825756]]"
log_likelihoods,-34428.05821205517,-32525.1404608895,-32353.031615596796,-32291.76523021064,-32247.04167777361,-32185.809516685753,-32064.211571027543,-31798.281170454306,-31525.1421556571,-31436.802612640033,-31408.072667291814,-31396.61479430596,-31391.77620977004,-31389.76122344823,-31388.917495964022,-31388.53445904974,-31388.327183752634,-31388.187554602875,-31388.075637890794,-31387.976539627787,-31387.884312209335,-31387.79617552287,-31387.710485473326,-31387.626024911315,-31387.54175293992,-31387.456711272025,-31387.36998391535,-31387.28067474111,-31387.187890815538,-31387.090727251925,-31386.988251953946,-31386.879489446175,-31386.76340320095,-31386.638875864734,-31386.5046866856,-31386.359485278488,-31386.201760636177,-31386.029803982965,-31385.841663646945,-31385.635089552095,-31385.407464141455,-31385.15571544627,-31384.876206478963,-31384.564592949053,-31384.215638176287,-31383.822969533976,-31383.378754066667,-31382.873260925695,-31382.29426307621,-31381.626207261386,-31380.84904428319,-31379.936552411837,-31378.853889675313,-31377.55394826281,-31375.97180598796,-31374.016082674527,-31371.5551402735,-31368.394496429828,-31364.23900432726,-31358.628541617833,-31350.82916819844,-31339.65949157483,-31323.273025549148,-31299.153799342104,-31265.3064247249,-31223.845339511066,-31182.52445170509,-31146.49905523467,-31113.479860039977,-31076.900427143337,-31022.726642424415,-30911.81836052597,-30653.717221463583,-30384.389361829126,-30361.035411277102,-30359.485942887015,-30359.131505450674,-30358.987636157977,-30358.901855968732,-30358.838159174833,-30358.785588203653,-30358.73990203838,-30358.69913802973,-30358.66227211772,-30358.628713554626,-30358.598083592067,-30358.570110975033,-30358.544580860977,-30358.52130941094,-30358.500131029155,-30358.480891946652,-30358.46344704038,-30358.44765832684,-30358.43339432762,-30358.420529881503,-30358.408946170333,-30358.398530827155,-30358.389178051668,-30358.3807886908,-30358.37327026263,-30358.36653691463,-30358.36050931577,-30358.355114487124,-30358.350285578803,-30358.34596160293,-30358.34208713232,-30358.338611975127,-30358.335490834197,-30358.33268295955,-30358.33015180078,-30358.327864665273,-30358.325792386757,-30358.323909007828,-30358.322191478946,-30358.320619375612,-30358.31917463483,-30358.317841311153,-30358.3166053523,-30358.31545439406,-30358.31437757348,-30358.313365359772,-30358.312409401693,-30358.311502390367,-30358.31063793635,-30358.30981045992,-30358.30901509325,-30358.308247593563,-30358.307504266108,-30358.306781896084,-30358.306077688467,-30358.305389215056,-30358.30471436783,-30358.304051317995,-30358.30339848007,-30358.302754480403,-30358.302118129614,-30358.30148839853,-30358.300864397163,-30358.30024535634,-30358.299630611742,-30358.299019589984,-30358.298411796462,-30358.297806804832,-30358.297204247858,-30358.29660380945,-30358.29600521773,-30358.29540823909,-30358.29481267294,-30358.29421834726,-30358.29362511464,-30358.293032848927,-30358.292441442296,-30358.29185080273,-30358.291260851784,-30358.29067152274,-30358.29008275891,-30358.289494512308,-30358.288906742302,-30358.288319414653,-30358.287732500565,-30358.287145975886,-30358.286559820433,-30358.285974017414,-30358.285388552886,-30358.284803415347,-30358.284218595356,-30358.283634085168,-30358.28304987849,-30358.28246597021,-30358.281882356223,-30358.281299033188,-30358.280715998437,-30358.280133249773,-30358.279550785424,-30358.27896860388,-30358.27838670384,-30358.27780508411,-30358.27722374357,-30358.276642681107,-30358.27606189553,-30358.275481385583,-30358.27490114988,-30358.274321186876,-30358.273741494835,-30358.273162071804,-30358.272582915633,-30358.272004023893,-30358.271425393898,-30358.270847022697,-30358.27026890705,-30358.26969104342,-30358.269113427967,-30358.268536056527,-30358.26795892463,-30358.26738202748,-30358.266805359952,-30358.266228916582,-30358.26565269159,-30358.265076678825,-30358.264500871817,-30358.263925263756,-30358.26334984747,-30358.262774615458,-30358.26219955985,-30358.261624672436,-30358.26104994467,-30358.26047536763,-30358.259900932055,-30358.25932662833,-30358.258752446487,-30358.25817837621,-30358.257604406812,-30358.257030527267,-30358.256456726194,-30358.255882991845,-30358.25530931213,-30358.2547356746,-30358.25416206645,-30358.25358847451,-30358.25301488526,-30358.25244128484,-30358.251867659008,-30358.251293993177,-30358.2507202724,-30358.250146481376,-30358.249572604436,-30358.24899862557,-30358.248424528385,-30358.247850296146,-30358.24727591175,-30358.246701357733,-30358.24612661627,-30358.245551669177,-30358.24497649789,-30358.244401083502,-30358.243825406724,-30358.243249447896,-30358.24267318702,-30358.24209660368,-30358.241519677118,-30358.240942386215,-30358.240364709447,-30358.239786624938,-30358.23920811041,-30358.23862914324,-30358.238049700376,-30358.237469758416,-30358.236889293574,-30358.23630828165,-30358.235726698076,-30358.235144517872,-30358.234561715668,-30358.233978265696,-30358.233394141796,-30358.232809317382,-30358.23222376547,-30358.23163745866,-30358.231050369137,-30358.230462468662,-30358.229873728593,-30358.22928411983,-30358.228693612862,-30358.228102177734,-30358.227509784054,-30358.226916400985,-30358.226321997245,-30358.22572654107,-30358.22513000027,-30358.22453234218,-30358.223933533653,-30358.22333354108,-30358.22273233034,-30358.222129866877,-30358.221526115587,-30358.22092104089,-30358.220314606697,-30358.219706776395,-30358.219097512854,-30358.21848677842,-30358.21787453489,-30358.217260743517,-30358.216645365013,-30358.21602835952,-30358.215409686603,-30358.21478930526,-30358.21416717389,-30358.2135432503,-30358.212917491688,-30358.212289854637,-30358.2116602951,-30358.211028768386,-30358.210395229173,-30358.209759631456,-30358.209121928576,-30358.20848207317,-30358.20784001721,-30358.207195711922,-30358.20654910784,-30358.20590015476,-30358.20524880171,-30358.204594996987,-30358.20393868807,-30358.203279821697,-30358.202618343752,-30358.20195419933,-30358.20128733267,-30358.200617687173,-30358.199945205342,-30358.199269828816,-30358.19859149832,-30358.19791015365,-30358.197225733664,-30358.196538176242,-30358.195847418297,-30358.19515339573,-30358.194456043424,-30358.193755295197,-30358.19305108382,-30358.192343340965,-30358.19163199718,-30358.190916981875,-30358.19019822331,-30358.189475648534,-30358.1887491834,-30358.188018752502,-30358.18728427917,-30358.18654568544,-30358.185802892003,-30358.185055818205,-30358.184304381997,-30358.183548499914,-30358.182788087026,-30358.18202305692,-30358.18125332167,-30358.180478791775,-30358.17969937615,-30358.17891498206,-30358.17812551514,-30358.177330879265,-30358.176530976583,-30358.175725707442,-30358.174914970357,-30358.174098661962,-30358.173276676946,-30358.172448908033,-30358.17161524593,-30358.17077557926,-30358.16992979451,-30358.169077776016,-30358.16821940585,-30358.1673545638,-30358.16648312732,-30358.16560497144,-30358.164719968718,-30358.163827989192,-30358.16292890029,-30358.162022566765,-30358.16110885065,-30358.160187611164,-30358.159258704633,-30358.158321984443,-30358.157377300915,-30358.156424501296,-30358.155463429575,-30358.154493926493,-30358.153515829406,-30358.15252897219,-30358.151533185155,-30358.15052829497,-30358.14951412452,-30358.14849049283,-30358.14745721495,-30358.146414101826,-30358.145360960243,-30358.144297592626,-30358.14322379697,-30358.142139366697,-30358.141044090535,-30358.139937752374,-30358.138820131113,-30358.137691000542,-30358.136550129173,-30358.13539728009,-30358.1342322108,-30358.133054673035,-30358.131864412615,-30358.130661169253,-30358.12944467638,-30358.128214660916,-30358.126970843146,-30358.125712936453,-30358.12444064712,-30358.123153674125,-30358.121851708893,-30358.120534435082,-30358.119201528312,-30358.117852655934,-30358.11648747675,-30358.115105640747,-30358.113706788812,-30358.112290552428,-30358.1108565534,-30358.10940440347,-30358.107933704072,-30358.10644404591,-30358.104935008654,-30358.103406160557,-30358.101857058038,-30358.100287245332,-30358.098696254023,-30358.09708360265,-30358.095448796234,-30358.09379132581,-30358.092110667923,-30358.090406284162,-30358.088677620563,-30358.086924107127,-30358.085145157176,-30358.083340166795,-30358.08150851419,-30358.07964955901,-30358.077762641715,-30358.075847082815,-30358.073902182125,-30358.07192721804,-30358.069921446648,-30358.06788410093,-30358.06581438984,-30358.063711497423,-30358.061574581767,-30358.05940277406,-30358.05719517748,-30358.05495086609,-30358.052668883673,-30358.050348242497,-30358.04798792205,-30358.045586867673,-30358.04314398917,-30358.040658159283,-30358.038128212203,-30358.03555294186,-30358.03293110027,-30358.030261395703,-30358.027542490774,-30358.024773000463,-30358.021951490027,-30358.019076472756,-30358.01614640767,-30358.013159697053,-30358.01011468389,-30358.007009649104,-30358.00384280869,-30358.00061231069,-30357.997316231987,-30357.99395257488,-30357.990519263552,-30357.98701414024,-30357.98343496122,-30357.979779392608,-30357.97604500581,-30357.972229272775,-30357.968329560943,-30357.96434312787,-30357.960267115544,-30357.956098544317,-30357.95183430648,-30357.947471159445,-30357.943005718414,-30357.938434448657,-30357.93375365728,-30357.928959484347,-30357.924047893528,-30357.91901466206,-30357.91385537,-30357.908565388756,-30357.90313986885,-30357.897573726732,-30357.89186163074,-30357.88599798595,-30357.879976918004,-30357.873792255665,-30357.8674375121,-30357.860905864745,-30357.854190133578,-30357.847282757735,-30357.84017577028,-30357.83286077093,-30357.825328896586,-30357.817570789455,-30357.809576562515,-30357.801335762037,-30357.792837326986,-30357.784069544785,-30357.775020003297,-30357.76567553852,-30357.75602217746,-30357.7460450759,-30357.735728450243,-30357.725055503088,-30357.71400834145
