pi,0.18760676608031016,0.22085825901753406,0.19974062879151638,0.1876879336940493,0.2041064124165899
means,"[20.090083586916286, 20.04541782423684]","[12.786098740576877, 12.397268594568585]","[0.019467238187199677, 0.041764121257722504]","[4.909151867146119, 4.907631530524644]","[12.172825863826988, 12.594543854540055]"
covariances,"[[0.9961077490692681, -0.061811111393833315], [-0.061811111393833315, 0.9167790187789266]]","[[8.96050854182084, 8.638585021110522], [8.638585021110522, 10.21679498633982]]","[[0.9347174459892784, 0.015729343444236894], [0.015729343444236894, 1.0013935717401357]]","[[0.9372778226528282, -0.07121685961320579], [-0.07121685961320579, 0.9472530246195642]]","[[10.178853933739516, 8.667650005458992], [8.667650005458992, 9.048602634630575]]"
log_likelihoods,-39214.921080856264,-37053.80493122833,-36859.397439137276,-36790.011546059555,-36738.25712467524,-36665.74726537056,-36519.81183987844,-36207.366194907256,-35907.244095072005,-35812.3174948481,-35780.43863456985,-35767.475623425395,-35762.056714660735,-35759.88273145898,-35759.04119352244,-35758.71253997256,-35758.57250873986,-35758.50054461567,-35758.45347834626,-35758.41607820585,-35758.38291169813,-35758.351941354544,-35758.32230841915,-35758.29357058066,-35758.2654375841,-35758.23767672143,-35758.21007672663,-35758.18243223412,-35758.15453584384,-35758.12617324769,-35758.097119738915,-35758.0671374277,-35758.03597285588,-35758.003354856024,-35757.968992574475,-35757.93257362448,-35757.89376236774,-35757.85219835183,-35757.80749495434,-35757.75923830841,-35757.706986603815,-35757.65026987613,-35757.58859041,-35757.52142389048,-35757.44822143543,-35757.36841262979,-35757.28140965525,-35757.18661256245,-35757.08341566569,-35756.97121494883,-35756.849416256366,-35756.71744390824,-35756.57474922578,-35756.42081830065,-35756.25517818879,-35756.0774005856,-35755.88710194908,-35755.683938999064,-35755.467598537776,-35755.237780608986,-35754.99417412171,-35754.73642418554,-35754.46409049497,-35754.176596110745,-35753.87316586061,-35753.552753259384,-35753.21395426552,-35752.85490527999,-35752.473161464164,-35752.06554958869,-35751.62798703683,-35751.1552549811,-35750.64070865954,-35750.075900338416,-35749.450079742855,-35748.74952048124,-35747.95659602612,-35747.04848970409,-35745.99536063871,-35744.75768566351,-35743.28232759664,-35741.496592198535,-35739.29903741419,-35736.54492119445,-35733.0226182863,-35728.41460487953,-35722.23207728406,-35713.7061528594,-35701.61729147975,-35684.083461827526,-35658.54134957195,-35622.7984496377,-35578.264980205146,-35531.58807032982,-35487.384712039486,-35442.59718998585,-35387.00685164392,-35293.46923890341,-35083.77759039206,-34711.550998128354,-34600.38950208557,-34595.83553283608,-34595.019012841956,-34594.72523029096,-34594.58574711037,-34594.50968910542,-34594.46484547593,-34594.43684631169,-34594.41847437322,-34594.40587690794,-34594.39690481942,-34594.3903071244,-34594.38532276747,-34594.381468114596,-34594.37842328102,-34594.37596932593,-34594.3739522053,-34594.372261199096,-34594.370815440365,-34594.36955516056,-34594.36843579626,-34594.36742390481,-34594.36649426723,-34594.36562779622,-34594.36481000471,-34594.36402987329,-34594.363279006204,-34594.36255099828,-34594.3618409583,-34594.361145148534,-34594.360460711556,-34594.359785462475,-34594.35911773089,-34594.358456240225,-34594.35780001561,-34594.3571483135,-34594.35650056766,-34594.35585634789,-34594.355215328396,-34594.35457726344,-34594.35394196867,-34594.353309306854,-34594.35267917677,-34594.35205150486,-34594.35142623862,-34594.35080334166,-34594.35018278981,-34594.34956456817,-34594.348948668834,-34594.348335089155,-34594.34772383034,-34594.34711489645,-34594.34650829359,-34594.34590402931,-34594.34530211208,-34594.344702551,-34594.34410535546,-34594.34351053496,-34594.34291809892,-34594.34232805657,-34594.34174041687,-34594.341155188406,-34594.34057237937,-34594.339991997476,-34594.33941404995,-34594.33883854355,-34594.33826548447,-34594.3376948784,-34594.33712673047,-34594.336561045275,-34594.33599782688,-34594.33543707877,-34594.33487880393,-34594.334323004776,-34594.33376968319,-34594.33321884053,-34594.33267047764,-34594.332124594825,-34594.33158119187,-34594.33104026808,-34594.330501822216,-34594.329965852594,-34594.329432357,-34594.32890133277,-34594.32837277673,-34594.32784668527,-34594.32732305432,-34594.32680187934,-34594.326283155366,-34594.32576687698,-34594.325253038354,-34594.32474163322,-34594.32423265492,-34594.32372609637,-34594.32322195011,-34594.322720208256,-34594.322220862596,-34594.321723904504,-34594.321229324996,-34594.32073711475,-34594.32024726408,-34594.319759762955,-34594.31927460101,-34594.31879176758,-34594.31831125168,-34594.31783304197,-34594.317357126856,-34594.31688349444,-34594.31641213254,-34594.31594302869,-34594.315476170144,-34594.31501154393,-34594.31454913678,-34594.31408893521,-34594.31363092547,-34594.31317509361,-34594.31272142543,-34594.31226990652,-34594.31182052226,-34594.31137325785,-34594.31092809826,-34594.31048502828,-34594.31004403254,-34594.309605095485,-34594.30916820136,-34594.308733334314,-34594.30830047828,-34594.307869617085,-34594.3074407344,-34594.307013813755,-34594.30658883857,-34594.306165792106,-34594.30574465756,-34594.305325418,-34594.30490805636,-34594.304492555515,-34594.30407889823,-34594.3036670672,-34594.303257045,-34594.30284881417,-34594.30244235719,-34594.302037656416,-34594.3016346942,-34594.30123345282,-34594.3008339145,-34594.300436061436,-34594.30003987577,-34594.29964533962,-34594.29925243506,-34594.29886114415,-34594.29847144893,-34594.298083331414,-34594.29769677362,-34594.29731175753,-34594.29692826516,-34594.29654627851,-34594.296165779546,-34594.295786750314,-34594.29540917281,-34594.29503302908,-34594.29465830118,-34594.29428497116,-34594.29391302116,-34594.29354243328,-34594.2931731897,-34594.2928052726,-34594.292438664226,-34594.29207334685,-34594.2917093028,-34594.29134651444,-34594.290984964166,-34594.29062463447,-34594.29026550788,-34594.28990756695,-34594.28955079433,-34594.289195172736,-34594.28884068492,-34594.28848731371,-34594.28813504201,-34594.287783852786,-34594.28743372908,-34594.287084654,-34594.28673661077,-34594.28638958262,-34594.28604355292,-34594.2856985051,-34594.28535442265,-34594.28501128919,-34594.284669088396,-34594.28432780402,-34594.28398741994,-34594.283647920085,-34594.2833092885,-34594.2829715093,-34594.28263456672,-34594.282298445054,-34594.28196312873,-34594.28162860223,-34594.28129485017,-34594.280961857236,-34594.28062960824,-34594.28029808805,-34594.27996728168,-34594.279637174215,-34594.27930775083,-34594.27897899685,-34594.27865089766,-34594.27832343874,-34594.277996605706,-34594.27767038426,-34594.277344760194,-34594.27701971944,-34594.276695247994,-34594.276371331965,-34594.27604795758,-34594.275725111176,-34594.27540277917,-34594.275080948086,-34594.27475960457,-34594.27443873536,-34594.2741183273,-34594.273798367336,-34594.27347884253,-34594.27315974003,-34594.2728410471,-34594.272522751104,-34594.27220483951,-34594.271887299874,-34594.27157011989,-34594.27125328733,-34594.27093679005,-34594.270620616066,-34594.27030475343,-34594.269989190354,-34594.269673915085,-34594.26935891603,-34594.26904418168,-34594.2687297006,-34594.26841546148,-34594.268101453104,-34594.26778766434,-34594.26747408419,-34594.26716070172,-34594.26684750608,-34594.26653448655,-34594.2662216325,-34594.26590893336,-34594.265596378726,-34594.26528395819,-34594.26497166153,-34594.26465947855,-34594.264347399185,-34594.26403541343,-34594.2637235114,-34594.26341168329,-34594.263099919364,-34594.26278821,-34594.26247654565,-34594.26216491685,-34594.26185331424,-34594.26154172852,-34594.26123015049,-34594.260918571024,-34594.2606069811,-34594.26029537175,-34594.2599837341,-34594.25967205936,-34594.25936033881,-34594.25904856382,-34594.258736725824,-34594.25842481636,-34594.25811282701,-34594.25780074943,-34594.25748857539,-34594.257176296705,-34594.256863905255,-34594.25655139301,-34594.25623875201,-34594.25592597435,-34594.25561305221,-34594.25529997785,-34594.25498674355,-34594.25467334172,-34594.25435976478,-34594.254046005255,-34594.25373205572,-34594.25341790879,-34594.253103557196,-34594.252788993675,-34594.25247421106,-34594.252159202246,-34594.251843960155,-34594.251528477784,-34594.251212748204,-34594.25089676453,-34594.250580519925,-34594.250264007605,-34594.249947220866,-34594.24963015302,-34594.24931279746,-34594.24899514761,-34594.24867719696,-34594.248358939054,-34594.248040367456,-34594.247721475804,-34594.24740225777,-34594.24708270709,-34594.2467628175,-34594.24644258284,-34594.246121996955,-34594.24580105374,-34594.24547974713,-34594.24515807111,-34594.244836019694,-34594.24451358694,-34594.244190766956,-34594.24386755385,-34594.243543941804,-34594.24321992504,-34594.242895497766,-34594.24257065426,-34594.242245388836,-34594.241919695836,-34594.241593569604,-34594.24126700457,-34594.24093999514,-34594.24061253577,-34594.24028462096,-34594.239956245205,-34594.23962740303,-34594.23929808904,-34594.238968297774,-34594.23863802387,-34594.23830726194,-34594.23797600665,-34594.237644252666,-34594.237311994686,-34594.23697922742,-34594.236645945595,-34594.23631214397,-34594.2359778173,-34594.23564296037,-34594.23530756797,-34594.23497163492,-34594.23463515604,-34594.23429812615,-34594.233960540114,-34594.23362239278,-34594.23328367901,-34594.2329443937,-34594.2326045317,-34594.232264087936,-34594.231923057276,-34594.23158143463,-34594.2312392149,-34594.23089639303,-34594.230552963905,-34594.23020892245,-34594.22986426356,-34594.22951898218,-34594.22917307321,-34594.22882653157,-34594.2284793522,-34594.22813152998,-34594.22778305981,-34594.22743393661,-34594.22708415528,-34594.2267337107,-34594.22638259776,-34594.22603081131,-34594.22567834626,-34594.22532519742,-34594.22497135966,-34594.224616827814,-34594.2242615967,-34594.22390566111,-34594.22354901584,-34594.22319165569,-34594.222833575404,-34594.222474769726,-34594.22211523338,-34594.22175496108,-34594.221393947504,-34594.221032187335,-34594.220669675204,-34594.22030640575,-34594.21994237355,-34594.21957757319,-34594.21921199922,-34594.218845646166,-34594.21847850853,-34594.218110580754,-34594.21774185731,-34594.217372332576,-34594.21700200096,-34594.21663085679,-34594.216258894376,-34594.21588610801,-34594.21551249193,-34594.21513804034
