pi,0.1876067660803107,0.22085825901735578,0.19974062879151633,0.1876879336940497,0.20410641241676736
means,"[20.090083586916304, 20.045417824236825]","[12.786098740578895, 12.397268594569857]","[0.019467238187200406, 0.041764121257722275]","[4.909151867146126, 4.9076315305246245]","[12.1728258638253, 12.594543854538525]"
covariances,"[[0.9961077490692671, -0.06181111139383541], [-0.06181111139383541, 0.9167790187789386]]","[[8.96050854181956, 8.638585021110046], [8.638585021110046, 10.21679498633949]]","[[0.9347174459892811, 0.01572934344423701], [0.01572934344423701, 1.0013935717401357]]","[[0.9372778226528439, -0.07121685961320968], [-0.07121685961320968, 0.9472530246195666]]","[[10.178853933737235, 8.667650005458768], [8.667650005458768, 9.048602634632262]]"
log_likelihoods,-39214.921080856264,-37053.80493122834,-36859.39743913728,-36790.01154605956,-36738.25712467524,-36665.74726537056,-36519.81183987844,-36207.366194907256,-35907.244095072005,-35812.3174948481,-35780.43863456985,-35767.475623425395,-35762.056714660735,-35759.88273145898,-35759.04119352243,-35758.712539972556,-35758.57250873986,-35758.50054461567,-35758.453478346266,-35758.41607820585,-35758.38291169813,-35758.35194135454,-35758.32230841914,-35758.29357058066,-35758.26543758411,-35758.23767672143,-35758.21007672663,-35758.18243223412,-35758.154535843845,-35758.12617324769,-35758.097119738915,-35758.0671374277,-35758.03597285589,-35758.003354856024,-35757.96899257448,-35757.93257362448,-35757.893762367756,-35757.85219835183,-35757.80749495434,-35757.75923830842,-35757.70698660382,-35757.65026987613,-35757.58859041,-35757.52142389049,-35757.448221435436,-35757.3684126298,-35757.28140965526,-35757.18661256246,-35757.08341566571,-35756.97121494885,-35756.84941625639,-35756.717443908245,-35756.574749225794,-35756.42081830067,-35756.25517818881,-35756.077400585615,-35755.887101949105,-35755.683938999086,-35755.4675985378,-35755.237780609015,-35754.99417412173,-35754.73642418557,-35754.464090495,-35754.176596110774,-35753.87316586065,-35753.55275325941,-35753.21395426556,-35752.85490528002,-35752.473161464186,-35752.06554958872,-35751.627987036845,-35751.155254981124,-35750.64070865956,-35750.075900338416,-35749.45007974286,-35748.74952048124,-35747.95659602612,-35747.04848970408,-35745.9953606387,-35744.757685663484,-35743.2823275966,-35741.49659219848,-35739.29903741411,-35736.54492119435,-35733.02261828616,-35728.41460487934,-35722.23207728381,-35713.706152859035,-35701.61729147922,-35684.08346182674,-35658.54134957082,-35622.79844963619,-35578.2649802034,-35531.588070328115,-35487.384712037856,-35442.59718998408,-35387.006851641425,-35293.46923889855,-35083.77759038063,-34711.550998116865,-34600.389502085134,-34595.83553283602,-34595.019012841934,-34594.72523029095,-34594.585747110366,-34594.509689105405,-34594.46484547592,-34594.43684631169,-34594.41847437322,-34594.40587690794,-34594.39690481942,-34594.390307124406,-34594.38532276747,-34594.381468114596,-34594.378423281014,-34594.37596932593,-34594.37395220531,-34594.37226119909,-34594.37081544036,-34594.369555160556,-34594.368435796256,-34594.367423904805,-34594.36649426723,-34594.36562779622,-34594.3648100047,-34594.36402987329,-34594.3632790062,-34594.36255099828,-34594.36184095829,-34594.36114514854,-34594.360460711556,-34594.359785462475,-34594.3591177309,-34594.35845624022,-34594.35780001561,-34594.3571483135,-34594.35650056765,-34594.35585634789,-34594.355215328396,-34594.354577263446,-34594.35394196867,-34594.35330930685,-34594.35267917677,-34594.35205150486,-34594.35142623862,-34594.35080334166,-34594.35018278981,-34594.34956456817,-34594.348948668834,-34594.348335089155,-34594.34772383034,-34594.347114896445,-34594.346508293595,-34594.34590402931,-34594.34530211209,-34594.344702551,-34594.34410535546,-34594.34351053496,-34594.34291809891,-34594.34232805656,-34594.34174041687,-34594.341155188406,-34594.34057237937,-34594.33999199747,-34594.339414049944,-34594.33883854355,-34594.33826548447,-34594.3376948784,-34594.33712673047,-34594.336561045275,-34594.33599782688,-34594.33543707877,-34594.33487880393,-34594.33432300477,-34594.33376968319,-34594.33321884053,-34594.33267047764,-34594.332124594825,-34594.33158119187,-34594.33104026807,-34594.330501822216,-34594.329965852594,-34594.329432357,-34594.32890133277,-34594.32837277673,-34594.32784668527,-34594.32732305431,-34594.32680187934,-34594.32628315536,-34594.32576687697,-34594.32525303835,-34594.324741633216,-34594.324232654915,-34594.32372609637,-34594.3232219501,-34594.322720208256,-34594.3222208626,-34594.321723904504,-34594.321229324996,-34594.32073711476,-34594.32024726408,-34594.31975976295,-34594.31927460102,-34594.31879176759,-34594.31831125167,-34594.31783304196,-34594.317357126856,-34594.31688349444,-34594.31641213254,-34594.31594302868,-34594.315476170144,-34594.31501154393,-34594.314549136776,-34594.31408893521,-34594.31363092547,-34594.31317509361,-34594.31272142543,-34594.31226990652,-34594.31182052227,-34594.31137325785,-34594.31092809826,-34594.31048502828,-34594.31004403254,-34594.30960509548,-34594.30916820136,-34594.30873333431,-34594.30830047828,-34594.307869617085,-34594.307440734396,-34594.307013813755,-34594.30658883856,-34594.306165792106,-34594.30574465757,-34594.305325418,-34594.304908056365,-34594.304492555515,-34594.30407889823,-34594.30366706719,-34594.303257044994,-34594.30284881418,-34594.302442357184,-34594.302037656416,-34594.301634694195,-34594.30123345282,-34594.3008339145,-34594.30043606144,-34594.30003987577,-34594.29964533962,-34594.299252435056,-34594.29886114415,-34594.29847144892,-34594.29808333141,-34594.29769677362,-34594.29731175753,-34594.29692826516,-34594.2965462785,-34594.296165779546,-34594.29578675031,-34594.29540917281,-34594.29503302908,-34594.29465830118,-34594.29428497117,-34594.29391302116,-34594.29354243328,-34594.2931731897,-34594.2928052726,-34594.29243866422,-34594.29207334685,-34594.2917093028,-34594.29134651443,-34594.290984964166,-34594.29062463448,-34594.29026550787,-34594.28990756695,-34594.28955079433,-34594.28919517274,-34594.288840684916,-34594.28848731371,-34594.288135042,-34594.28778385278,-34594.28743372908,-34594.28708465401,-34594.28673661077,-34594.28638958262,-34594.28604355292,-34594.2856985051,-34594.28535442265,-34594.28501128919,-34594.28466908839,-34594.28432780402,-34594.28398741994,-34594.283647920085,-34594.2833092885,-34594.2829715093,-34594.28263456671,-34594.28229844506,-34594.28196312873,-34594.28162860223,-34594.28129485017,-34594.28096185724,-34594.280629608234,-34594.28029808805,-34594.27996728168,-34594.27963717421,-34594.27930775083,-34594.27897899685,-34594.27865089766,-34594.27832343873,-34594.2779966057,-34594.277670384254,-34594.277344760194,-34594.27701971943,-34594.27669524799,-34594.27637133196,-34594.27604795759,-34594.275725111176,-34594.27540277917,-34594.275080948086,-34594.27475960457,-34594.27443873536,-34594.2741183273,-34594.273798367336,-34594.27347884253,-34594.27315974003,-34594.2728410471,-34594.272522751104,-34594.2722048395,-34594.271887299874,-34594.27157011988,-34594.27125328732,-34594.27093679005,-34594.270620616066,-34594.27030475343,-34594.26998919035,-34594.269673915085,-34594.26935891603,-34594.269044181674,-34594.26872970059,-34594.268415461476,-34594.268101453104,-34594.26778766435,-34594.26747408419,-34594.26716070171,-34594.26684750608,-34594.266534486545,-34594.26622163249,-34594.26590893337,-34594.26559637872,-34594.26528395819,-34594.26497166153,-34594.26465947855,-34594.264347399185,-34594.26403541343,-34594.2637235114,-34594.263411683285,-34594.26309991936,-34594.26278821,-34594.26247654565,-34594.26216491685,-34594.26185331424,-34594.26154172851,-34594.261230150485,-34594.260918571024,-34594.26060698109,-34594.26029537174,-34594.2599837341,-34594.25967205936,-34594.25936033881,-34594.259048563814,-34594.25873672583,-34594.25842481636,-34594.258112827,-34594.25780074943,-34594.25748857539,-34594.2571762967,-34594.256863905255,-34594.25655139301,-34594.25623875201,-34594.25592597435,-34594.25561305221,-34594.25529997785,-34594.25498674355,-34594.25467334172,-34594.25435976478,-34594.254046005255,-34594.25373205571,-34594.25341790879,-34594.25310355719,-34594.252788993675,-34594.25247421106,-34594.252159202246,-34594.25184396015,-34594.251528477784,-34594.251212748204,-34594.25089676453,-34594.25058051992,-34594.250264007605,-34594.24994722086,-34594.24963015302,-34594.24931279745,-34594.24899514761,-34594.24867719696,-34594.24835893905,-34594.248040367456,-34594.247721475804,-34594.247402257766,-34594.24708270708,-34594.24676281749,-34594.24644258284,-34594.24612199695,-34594.24580105373,-34594.24547974713,-34594.245158071106,-34594.24483601969,-34594.24451358694,-34594.24419076695,-34594.24386755386,-34594.243543941804,-34594.24321992503,-34594.24289549776,-34594.242570654256,-34594.242245388836,-34594.24191969582,-34594.241593569604,-34594.24126700457,-34594.240939995136,-34594.24061253577,-34594.24028462096,-34594.239956245205,-34594.23962740304,-34594.239298089036,-34594.238968297774,-34594.23863802386,-34594.23830726194,-34594.23797600664,-34594.23764425266,-34594.23731199468,-34594.23697922741,-34594.236645945595,-34594.23631214397,-34594.2359778173,-34594.23564296037,-34594.23530756797,-34594.23497163492,-34594.23463515604,-34594.23429812615,-34594.233960540114,-34594.23362239278,-34594.23328367901,-34594.23294439369,-34594.2326045317,-34594.23226408793,-34594.231923057276,-34594.23158143463,-34594.23123921491,-34594.23089639303,-34594.230552963905,-34594.23020892244,-34594.22986426356,-34594.229518982174,-34594.22917307321,-34594.22882653158,-34594.2284793522,-34594.22813152997,-34594.2277830598,-34594.22743393661,-34594.22708415528,-34594.2267337107,-34594.22638259775,-34594.22603081131,-34594.22567834625,-34594.22532519742,-34594.224971359654,-34594.224616827814,-34594.22426159669,-34594.2239056611,-34594.22354901584,-34594.223191655685,-34594.222833575404,-34594.22247476972,-34594.22211523337,-34594.22175496107,-34594.221393947504,-34594.221032187335,-34594.220669675204,-34594.22030640575,-34594.21994237355,-34594.21957757319,-34594.219211999225,-34594.218845646166,-34594.21847850852,-34594.218110580754,-34594.217741857305,-34594.217372332576,-34594.21700200096,-34594.21663085678,-34594.216258894376,-34594.21588610801,-34594.21551249192,-34594.21513804034
